gene_select	Gene2
FGF13	SDC3
FGF13	SDC1
FGF13	CSNK2B
FGF13	GPC4
FGF13	PF4
FGF13	CSNK2A2
FGF13	SCN8A
FGF13	FGFR4
FGF13	RPL6
FRAT1	GSK3B
FRAT1	DVL1
FRAT2	GSK3B
FZD1	AXIN1
FZD1	DVL3
FZD1	GSK3B
FZD1	DVL2
FZD1	DLG4
FZD10	LRP5
FZD10	WNT2
FZD10	WNT3A
FZD10	WNT1
FZD10	WNT3
FZD10	WNT7A
FZD10	WNT16
FZD2	DLG4
FZD2	LRP6
FZD2	WNT3A
FZD2	GSK3B
FZD2	AXIN1
FZD2	WNT1
FZD2	ROR2
FZD2	DVL3
FZD2	LRP5
FZD2	DVL2
FZD2	WNT2
FZD2	DVL1
FZD3	DVL3
FZD3	DVL2
FZD3	WNT2
FZD3	GIPC2
FZD3	DVL1
FZD3	WNT1
FZD3	GIPC1
FZD4	WNT1
FZD4	MAGI3
FZD4	DLG1
FZD4	DLG4
FZD4	ARRB1
FZD4	LRP6
FZD4	WNT3A
FZD4	LLGL1
FZD4	LRP5
FZD4	DVL2
FZD4	ROR2
FZD4	DLG2
FZD4	WNT2
FZD4	ARRB2
FZD4	WNT7A
FZD5	DVL2
FZD5	WNT1
FZD5	AXIN1
FZD5	ROR2
FZD5	GOPC
FZD5	WNT2
FZD5	GSK3A
FZD5	LRP6
FZD5	DVL1
FZD5	GSK3B
FZD5	LRP5
FZD5	DVL3
FZD6	LRP6
FZD6	LRP5
FZD6	SFRP1
FZD6	DVL3
FZD6	DVL2
FZD6	ROR2
FZD6	DVL1
FZD6	WNT2
FZD6	WNT1
FZD7	DLG1
FZD7	DVL1
FZD7	SDC4
FZD7	WNT2
FZD7	MAGI3
FZD7	DVL2
FZD7	ROR2
FZD7	DLG4
FZD7	WNT1
FZD7	DLG2
FZD7	DVL3
FZD7	UBQLN4
FZD9	MDFI
FZD9	WNT2
FZD9	WNT1
GAB1	SOS1
GAB1	SHC1
GAB1	CRKL
GAB1	EGFR
GAB1	C1QBP
GAB1	FGFR2
GAB1	CRK
GAB1	FGFR3
GAB1	FGFR1
GAB1	GRB2
GAB1	EPOR
GAB1	MAPK3
GADD45A	PCNA
GADD45A	CDKN1A
GADD45A	RARA
GADD45A	CCNB1
GADD45A	CDK1
GADD45B	CDK1
GADD45B	MAP2K7
GADD45B	CCNB1
GADD45B	GADD45A
GADD45B	MAP3K5
GADD45B	PCNA
GADD45B	CDKN1A
GADD45B	ESR1
GADD45G	RARA
GADD45G	GADD45B
GADD45G	CDKN1A
GADD45G	PTN
GADD45G	CCNB1
GADD45G	TSNAX
GADD45G	CEP126
GADD45G	CDK1
GADD45G	RXRA
GADD45G	RAN
GADD45G	ESR1
GADD45G	PPARD
GADD45G	PCNA
GADD45G	GADD45A
GADD45G	EEF1A1
GADD45G	PPARG
GPC3	FGF2
GRB2	GHR
GRB2	CBL
GRB2	ERBB2
GRB2	EPS15
GRB2	BRCA2
GRB2	DOCK1
GRB2	ABL1
GRB2	ALOX5
GRB2	CDKN1B
GRB2	AP2M1
GRB2	CBLB
GRB2	FANCA
GRB2	FGFR3
GRB2	ERBB4
GRB2	CRK
GRB2	APP
GRB2	EGFR
GRB2	EPHB1
GRB2	CRKL
GRB2	EGF
GSK3B	PTK2
GSK3B	CEBPA
GSK3B	CCNE1
GSK3B	DVL3
GSK3B	AR
GSK3B	TSC1
GSK3B	CDH1
GSK3B	CTNNB1
GSK3B	NCOA3
GSK3B	TSC2
GSK3B	CREB1
GSK3B	AKT1
GSK3B	CREM
GSK3B	BTRC
GSK3B	APC
GSK3B	NFKB1
GSK3B	EWSR1
GSK3B	MYC
GSK3B	PSEN1
GSK3B	DVL2
GSK3B	IKBKG
GSK3B	AKT2
GSK3B	APP
GSTM3	GRB2
GSTM3	RBL2
GSTM3	PAK2
GSTP1	FANCC
GSTP1	GRB2
GSTP1	TRAF2
GSTP1	MAPK14
GSTP1	MAPK8
HACD3	TSC22D1
HACD3	CASP4
HACD3	SERINC3
HACD3	BRF2
HACD3	TNFRSF1B
HACD3	RAC1
HACD3	NEK6
HACD3	PTP4A3
HGF	SOS1
HGF	IL6
HMOX1	AKT1
HRAS	GRB2
HRAS	ABL2
HRAS	ARAF
HRAS	BRAF
HRAS	BCL2
HRAS	EPHB1
IGF1R	EGFR
IGF1R	CRK
IGF1R	CRKL
IGF1R	GRB2
IGF1R	CTNNB1
IGHG1	TRAF1
IGHG1	CLU
IGHG1	PDPK1
IGHG1	TTN
IGHG1	SERPIND1
IGHG1	FN1
IGHG1	FGFR1
IGHG1	IKBKG
IGHG1	FCGR3B
IGHG1	EGFR
IGHG1	ALB
IGHG1	APOA1
IGHG1	TF
IGHG1	ADRA1B
IGHG1	ELN
KEAP1	CUL3
KEAP1	BPTF
KEAP1	ETF1
KEAP1	NFE2L2
KEAP1	TENT5A
KEAP1	MYO7A
KRAS	ARAF
KRAS	RAF1
KRAS	CNKSR1
KRAS	BCL2
KRAS	MAP2K2
KRAS	MAPK3
KRAS	HNRNPC
KRAS	FNTB
KRAS	BRAF
KRAS	RASA1
KRAS	MAP2K1
KRAS	CSK
LDLR	HSPA5
LEF1	SMAD3
LEF1	RUNX1
LEF1	SMARCA4
LEF1	RUVBL1
LEF1	CTBP1
LEF1	AES
LEF1	APC
LEF1	SMAD7
LEF1	EP300
LEF1	NOTCH1
LEF1	SMAD1
LEF1	SMAD2
LEF1	CTNNB1
LEF1	CREBBP
LEF1	SMAD4
LEF1	HDAC1
LEF1	BTRC
LRP2	DLG1
LRP2	APOE
LRP2	APBA2
LRP2	DLG3
LRP2	DAB2
LRP2	DLG2
LRP2	DLG4
LRP2	ALB
LRP2	ATN1
LRP2	GC
LRP2	CLU
LRP2	MAPK8IP1
LRP2	LPA
LRP2	GIPC1
LRP2	LCN2
LRP2	APBB1
LRP2	ABL1
LRP2	GAK
LRP2	GPRASP1
LRP2	TLN1
LRP2	LLGL1
LRP2	LPL
LRP2	DAB1
LRP5	AXIN1
LRP5	DVL2
LRP5	FZD8
LRP5	CTNNB1
LRP5	GSK3B
LRP5	FZD1
LRP5	SMAD9
LRP5	DVL1
LRP5	DVL3
LRP6	GSK3A
LRP6	FZD1
LRP6	FZD8
LRP6	DVL3
LRP6	CTNNB1
LRP6	GSK3B
LRP6	DVL1
LRP6	AXIN1
LRP6	DVL2
LRP8	GIPC1
LRP8	DLG4
LRP8	APOE
LRP8	DAB1
LRP8	GRIN1
LRP8	CLU
LRP8	APBA2
LRP8	MAPK8IP1
LRP8	LLGL1
LRP8	LRPAP1
LTBP1	TGM2
LTBP1	ITGB5
LTBP1	ATN1
LTBP1	FBN2
LTBP1	FBN1
LTBP1	TGFB1
LTBP1	FN1
MAP2K1	PAK1
MAP2K1	HRAS
MAP2K1	PRKCI
MAP2K1	MED1
MAP2K1	ARAF
MAP2K1	MAPK3
MAP2K1	EP300
MAP2K1	BRAF
MAP2K1	MYC
MAP2K1	EGFR
MAP2K2	MAPK3
MAP2K2	BRAF
MAP2K2	ARAF
MAP2K2	HRAS
MAPK1	PPP2R1B
MAPK1	STAT5A
MAPK1	SMAD4
MAPK1	SMAD3
MAPK1	BCL6
MAPK1	MAPK8
MAPK1	GAB1
MAPK1	NCOA3
MAPK1	GRB10
MAPK1	PAK1
MAPK1	INSR
MAPK1	EGFR
MAPK1	MAPK14
MAPK1	FHL3
MAPK1	PAK2
MAPK1	PLK3
MAPK1	SP1
MAPK1	CAV1
MAPK1	PPP2R1A
MAPK1	EPOR
MAPK1	JAK1
MAPK1	MCL1
MAPK1	HRAS
MAPK1	EIF4EBP1
MAPK1	BRAF
MAPK1	NR3C1
MAPK1	SHC1
MAPK1	ESR1
MAPK1	MBP
MAPK1	FYN
MAPK1	PPARG
MAPK1	ARAF
MAPK1	C1QBP
MAPK1	MAP2K2
MAPK1	MAP2K1
MAPK1	IRS1
MAPK1	PPP2CA
MAPK1	BCL2
MAPK1	TSC2
MAPK1	MED1
MAPK1	ARRB2
MAPK1	SMAD2
MAPK1	CEBPB
MAPK1	SMAD1
MAPK1	RAF1
MAPK1	AP2S1
MAPK1	PEBP1
MAPK1	SOS1
MAPK1	GJA1
MAPK1	LCK
MAPK1	PRKCD
MAPK1	MKNK1
MAPK1	PECAM1
MAPK1	MYC
MAPK1	STAT5B
MAPK1	AR
MAPK1	DAPK1
MAPK1	GRB2
MAPK1	FOS
MAPK1	CSK
MAPK1	KRAS
MAPK1	RB1
MAPK1	NOL3
MAPK1	ARRB1
MAPK1	STAT3
MAPK1	GSK3B
MAPK1	HSP90AA1
MAPK1	JUND
MAPK1	FHL2
MAPK1	MARK3
MAPK1	NRAS
MAPK1	CLTC
MAPK1	SRC
MAPK1	NCOA1
MAPK3	BRAF
MAPK3	HRAS
MAPK3	LCK
MAPK3	BCL2
MAPK3	CEBPB
MAPK3	MYC
MAPK3	ARAF
MAPK3	SMAD2
MAPK8IP2	LRP1
MAPK8IP2	PRSS23
MAPK8IP2	MAPK8
MAPK8IP2	MAPK13
MAPK8IP2	LRP2
MAPK8IP2	MAP3K11
MAPK8IP2	MAP2K7
MAPK8IP2	MAPK8IP3
MAPK8IP2	MAPK8IP1
MAPK8IP2	MAP3K10
MAPK8IP2	TIAM1
MAPK8IP2	MAPK9
MAPK8IP2	LRP8
MET	HGF
MET	GRB2
MET	CBL
MET	CTNNB1
MET	FAS
MET	CRK
MET	CRKL
MET	EGFR
MET	GAB1
MET	CTTN
MET	PLXNB1
MET	SOS1
MET	NCK1
MET	SRC
MET	BAG1
MET	IL6
MET	INPP5D
MET	SHC1
MET	HGS
MET	RAC1
MET	DAPK3
MET	STAT3
MET	CDH1
MFAP5	FBN1
MFAP5	FBLN1
MFAP5	FBLN2
MFAP5	FBN2
MGST1	LTC4S
MGST3	F10
MTOR	ABL1
MTOR	EIF4E
MTOR	AKT1
MYC	HDAC1
MYC	KPNB1
MYC	IRAK1
MYC	EP300
MYC	SMAD2
MYC	BCL2
MYC	MSH6
MYC	MSH2
MYC	CEBPB
MYC	CSNK2A2
MYC	CREBBP
MYC	FANCD2
MYC	BRCA1
MYC	CDKN2A
MYC	HDAC2
MYC	CDK1
MYC	SMAD3
NAGPA	EPS15
NAGPA	AP2A1
NAGPA	FURIN
NFE2L2	PMF1
NFE2L2	NFE2
NFE2L2	JUND
NFE2L2	CREBBP
NFE2L2	PRKCD
NFE2L2	CASP3
NFE2L2	JUN
NFE2L2	PPARG
NFE2L2	CASP1
NFE2L2	MAFG
NQO1	HSPA1A
NQO1	HSPA4
NQO1	DNAJB1
NRAS	MAPK3
NRAS	RASA1
NRAS	ARAF
NRAS	MAP2K1
NRAS	RAF1
NRAS	MAP2K2
NRAS	CNKSR1
NRAS	BCL2
NRAS	BRAF
NRAS	CSK
NRAS	SMAD4
PBRM1	PRMT5
PBRM1	SMARCE1
PBRM1	SMARCD1
PBRM1	ACTL6A
PBRM1	SMARCA4
PBRM1	SMARCB1
PBRM1	SMARCA2
PBRM1	ARID1B
PF4	FGF2
PF4	THBD
PF4	CXCL8
PF4	LDLR
PF4	CXCR3
PHF10	APLP1
PHF10	UNC119
PIK3CA	SOS1
PIK3CA	EPHA2
PIK3CA	SRC
PIK3CA	YWHAH
PIK3CA	KRAS
PIK3CA	SLC9A3R1
PIK3CA	ATR
PIK3CA	PDGFRA
PIK3CA	GNAQ
PIK3CA	CDC42
PIK3CA	FGFR3
PIK3CA	AXL
PIK3CA	GRIN2B
PIK3CA	SYK
PIK3CA	FGFR1
PIK3CA	JAK1
PIK3CA	GRB2
PIK3CA	JAK2
PIK3CA	NOTCH1
PIK3CA	LCK
PIK3CA	FYN
PIK3CA	HCK
PIK3CA	IRS4
PIK3CA	PDGFRB
PIK3CA	KDR
PIK3CA	KIT
PIK3CA	NRAS
PIK3CA	RASGRP3
PIK3CA	YWHAQ
PIK3CA	YWHAZ
PIK3CA	JAK3
PIK3CA	IL3
PIK3CA	RAC2
PIK3CA	RAC1
PIK3CA	CBL
PIK3CA	EGFR
PIK3CA	HRAS
PIK3CA	GNA11
PIK3CA	SHC1
PIK3CA	GNA15
PIK3CA	RHOG
PIK3CA	NFKB1
PIK3CA	RET
PIK3CA	PRKCD
PIK3CA	SH3KBP1
PIK3CA	SLC9A3R2
PIK3CA	ERBB2
PIK3CA	FGFR4
PIK3CA	PIK3R1
PIK3CA	RHOA
PIK3CA	GSN
PIK3CA	IRS1
PIK3CA	NFKBIA
PIK3CA	TEK
PIK3CA	FGFR2
PIK3CA	LYN
PIK3CB	PDGFRB
PIK3CB	KDR
PIK3CB	AXL
PIK3CB	TEK
PIK3CB	PDGFRA
PIK3CB	JAK2
PIK3CB	EGFR
PIK3CB	JAK1
PIK3CB	SYK
PIK3CB	PIK3R1
PIK3CB	MME
PIK3CB	SHC1
PIK3CB	LYN
PIK3CB	YWHAZ
PIK3CB	FYN
PIK3CB	FGFR4
PIK3CB	GAB2
PIK3CB	SOS1
PIK3CB	LCK
PIK3CB	IRS1
PIK3CB	JAK3
PIK3CB	RET
PIK3CB	YWHAQ
PIK3CB	HCK
PIK3CB	PRKCD
PIK3CD	RET
PIK3CD	JAK3
PIK3CD	MCRIP2
PIK3CD	JAK2
PIK3CD	HCK
PIK3CD	IL4
PIK3CD	ASCC2
PIK3CD	FYN
PIK3CD	GAB2
PIK3CD	IL3
PIK3CD	SYK
PIK3CD	YWHAZ
PIK3CD	NCK1
PIK3CD	KITLG
PIK3CD	PIK3R1
PIK3CD	SHC1
PIK3CD	LYN
PIK3CD	HRAS
PIK3CD	JAK1
PIK3R1	NRAS
PIK3R1	MAPK8
PIK3R1	CRKL
PIK3R1	PTPN6
PIK3R1	ESR1
PIK3R1	FANCA
PIK3R1	DAG1
PIK3R1	MME
PIK3R1	IL2RB
PIK3R1	PEBP1
PIK3R1	CSF1R
PIK3R1	KIT
PIK3R1	PTK2
PIK3R1	MET
PIK3R1	CD3E
PIK3R1	FLNA
PIK3R1	SRC
PIK3R1	JAK1
PIK3R1	IL1R1
PIK3R1	CTLA4
PIK3R1	HRAS
PIK3R1	FGFR1
PIK3R1	RAPGEF1
PIK3R1	DOK1
PIK3R1	DNM1
PIK3R1	CBLB
PIK3R1	FLT1
PIK3R1	CTNNB1
PIK3R1	EGFR
PIK3R1	AKT1
PIK3R1	RHOA
PIK3R1	SHC1
PIK3R1	SOS1
PIK3R1	IGF1R
PIK3R1	HGS
PIK3R1	CDC42
PIK3R1	GNAQ
PIK3R1	HNRNPK
PIK3R1	ABL2
PIK3R1	PECAM1
PIK3R1	LAT
PIK3R1	LYN
PIK3R1	RB1
PIK3R1	CD40
PIK3R1	RASA1
PIK3R1	ARHGAP1
PIK3R1	NFKBIA
PIK3R1	PTK2B
PIK3R1	BRCA1
PIK3R1	CD4
PIK3R1	ERBB2
PIK3R1	GHR
PIK3R1	RAC1
PIK3R1	AXL
PIK3R1	IRS1
PIK3R1	FGFR2
PIK3R1	DNM2
PIK3R1	LCP2
PIK3R1	DARS
PIK3R1	EPOR
PIK3R1	FASLG
PIK3R1	FYN
PIK3R1	INSR
PIK3R1	DOCK3
PIK3R1	HCK
PIK3R1	PSEN1
PIK3R1	CDC27
PIK3R1	ARAF
PIK3R1	CBL
PIK3R1	FGFR3
PIK3R1	AIRE
PIK3R1	NTRK1
PIK3R1	GAB1
PIK3R1	ERBB3
PIK3R1	GABBR1
PIK3R1	JAK2
PIK3R1	GRB2
PIK3R1	CRK
PIK3R1	CD22
PIK3R1	PDGFRB
PIK3R1	TPX2
PIK3R1	CSF2RA
PIK3R1	CD28
PIK3R1	LCK
PIK3R2	AXL
PIK3R2	KIT
PIK3R2	CSF1
PIK3R2	GRB2
PIK3R2	YWHAB
PIK3R2	SYK
PIK3R2	PIK3CD
PIK3R2	HCK
PIK3R2	SHC1
PIK3R2	ERBB4
PIK3R2	PDGFRB
PIK3R2	IRS1
PIK3R2	CLSTN1
PIK3R2	EGF
PIK3R2	SOCS1
PIK3R2	FYN
PIK3R2	IGF1R
PIK3R2	ERBB2
PIK3R2	TGFBR1
PIK3R2	FGFR1
PIK3R2	EPHA2
PIK3R2	EGFR
PIK3R2	ARRB1
PIK3R2	CSF1R
PIK3R2	CBL
PIK3R2	ERBB3
PIK3R2	PIK3CB
PIK3R2	SOS1
PIK3R2	CD28
PIK3R2	CRKL
PIK3R3	LCK
PIK3R3	TEC
PIK3R3	PDGFRB
PIK3R3	PIK3CG
PIK3R3	JAK3
PIK3R3	IGF1R
PIK3R3	SYK
PIK3R3	AXL
PIK3R3	RB1
PIK3R3	HCK
PIK3R3	JAK1
PIK3R3	FYN
PIK3R3	LYN
PIK3R3	KIT
PIK3R3	GAB1
PIK3R3	PIK3CD
PIK3R3	PIK3CA
PIK3R3	CD19
PIK3R3	JAK2
PIK3R3	YES1
PIK3R3	PIK3CB
PIK3R3	RET
PIK3R3	INSR
PIK3R3	ESR1
PIK3R3	GAB2
PIK3R3	IRS1
PIK3R3	SHC1
PLCG1	LCP2
PLCG1	BTK
PLCG1	DOK1
PLCG1	PAK1
PLCG1	INPP5D
PLCG1	RHOA
PLCG1	SOS1
PLCG1	AXL
PLCG1	PECAM1
PLCG1	CD22
PLCG1	CD28
PLCG1	CBL
PLCG1	ITK
PLCG1	LYN
PLCG1	JAK2
PLCG1	SRC
PLCG1	FGFR3
PLCG1	RASA1
PLCG1	KIT
PLCG1	ABL2
PLCG1	MET
PLCG1	LAT
PLCG1	GHR
PLCG1	EPOR
PLCG1	HCK
PLCG1	FLT1
PLCG1	SHC1
PLCG1	FGFR2
PLCG1	LCK
PLCG1	GAB1
PLCG1	AIRE
PLCG1	INSR
PLCG1	FGFR1
PLCG1	GRB2
PLCG1	ERBB2
PLCG1	EGFR
PLCG1	FYN
PLCG1	FLNA
PLCG1	PDGFRB
PLCG1	DNM1
PLCG1	NTRK1
PLCG1	PKN1
PLCG1	ABL1
PLCG1	FANCA
PLCG1	PTK2
PLCG1	EEF1A1
PLCG1	NCK1
PLCG2	LCP2
PLCG2	GAB1
PLCG2	ORC3
PLCG2	FLT1
PLCG2	FCER1G
PLCG2	NPM1
PLCG2	BLK
PLCG2	KDR
PLCG2	FGR
PLCG2	SPNS1
PLCG2	LCK
PLCG2	GRAP2
PLCG2	EPOR
PLCG2	FYN
PLCG2	LYN
PLCG2	JAK2
PLCG2	ITK
PLCG2	ZAP70
PLCG2	SHC1
PLCG2	GAB2
PLCG2	JAK1
PLCG2	LAT
PLCG2	SRC
PLCG2	BTK
PLCG2	HCK
PLCG2	CD19
PLCG2	PIK3R1
PLCG2	CBLB
PLCG2	SYK
PLCG2	KHDRBS1
POLK	RFC4
POLK	UBA52
POLK	ERCC4
POLK	UBE2L6
POLK	ISG15
POLK	XPA
POLK	REV3L
POLK	RFC5
POLK	REV1
POLK	ERCC2
POLK	MAD2L2
POLK	RFC3
POLK	UBC
POLK	POLR2C
POLK	PCNA
POLK	ERCC5
POLK	RPS27A
PON1	APOA1
PON1	ALB
PON1	CLU
PRKCA	CDC42
PRKCA	RHOA
PRKCA	GNA15
PRKCA	PTPN6
PRKCA	GJA1
PRKCA	CD9
PRKCA	C1QBP
PRKCA	DNM1
PRKCA	LMNA
PRKCA	BTK
PRKCA	INSR
PRKCA	SRC
PRKCA	ATP2B2
PRKCA	FLNA
PRKCA	ANXA2
PRKCA	GFAP
PRKCA	RARA
PRKCA	BCL2
PRKCA	PEBP1
PRKCA	GSK3B
PRKCA	HMGB1
