gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank	ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity	zi	pc	gc	prestige	stresscent	gilschmidt
ACTR2	3.30262376825359	42	0.004987	41.452381	43134.85824	0.00935	0.196283	169	0.000405	79028.945288	2570.516667	5.04139141613077e-05	2570.51666666667	903.5703125	6.42872591460827	1784	25	37	0.204419370480517	4685	5290	0.216035395661304	2413.01491839816	1113917	0.0493237867939539	350.169570267131	43	13	0.0547352329461316	0.0417047590637798	7	211	68518616031877709824	0.196283391405343	1.92615023191557	0.658730158730159	0.659172709707733	42	762982	0.313745473778407
ACTR3	3.31188412679568	29	0.003443	42.689655	30505.723445	0.004896	0.133005	54	3e-04	58967.490629	2553.521429	4.83140072168082e-05	2553.52142857143	892.3125	1	1268	19	25	0.300852442816102	4653	3348	0.053636076819802	2406.26788786923	759315	0.0540682644700521	168.650246305419	30	12	0.0286546685125464	0.0484584171473141	7	83	18777499331343175680	0.133004926108374	2.07293606823975	0.520808561236623	0.520936725756873	29	487585	0.311671112970982
ACTR3B	3.90490324112549	7	0.000831	22.571429	730.00723	0.000465	0.285714	6	8.9e-05	2266.09425	2130.254762	3.27482625236356e-05	2130.25476190476	588.4921875	1	165	7	4	0.0987551639829222	1993	372	-0.354030416764407	2040.83940895686	96917	0.190886699507389	47.1428571428571	8	6	0.00271840302161999	0.172939209978701	8	13	169037058516941632	0.285714285714286	0.0179343597012623	0.408163265306122	0.408166282394229	7	9548	0.260009125095157
ACTR5	3.94087617238514	10	0.001187	20.1	839.486972	0.000169	0.622222	28	0.00012	2277.532996	2108.447619	3.65703308051929e-05	2108.31428571429	572.1171875	1	211	8	10	0.149657346265156	1749	512	-0.138821138071078	2022.210309092	88354	0.176315789473684	131.288888888889	11	7	0.000985217232542382	0.210990421139987	8	38	22274521694105636	0.622222222222222	0.5442153772438	0	0.000784952416470586	10	12088	0.257331171208855
ACTR6	3.8882820847679	6	0.000712	38.166667	740.729798	0.001286	0.333333	5	6.9e-05	1792.528359	2144.945238	3.17590424557818e-05	2144.8619047619	599.125	1	235	6	4	0	1982	500	-0.642352092352092	2049.56334157736	110897	0.204504504504504	78.3333333333333	7	6	0.00753142445195473	0.194275545154123	8	11	1297436088850740992	0.333333333333333	-0.485607567386775	0.5	0.500144470126977	6	12431	0.261792005951636
ACTR8	3.79829039534608	15	0.001781	22.666667	5188.530928	0.000286	0.409524	43	0.00017	12048.280756	2199.928571	4.16064008138083e-05	2199.84523809524	636.8984375	2.33333333333333	355	10	14	0.146267361227238	2378	920	-0.0463219537558838	2098.1229956553	152000	0.117098445595855	145.380952380952	16	8	0.00166793545107994	0.136655553238784	8	58	63888709408868992	0.40952380952381	1.05912684955909	0.24	0.241016675181524	15	59042	0.268503019418418
ACVR1	4.05734298943369	7	0.000831	13.285714	9982.632634	8.4e-05	0.095238	2	0.000116	20210.636196	2044.403571	3.12971364839962e-05	2044.40357142857	528.64453125	0	100	5	2	0	1407	242	-0.054036519036519	1964.16237015362	55372	0.164835164835165	9.52380952380952	8	4	0.000488798149554741	0.154069732992467	8	9	5477340939662226	0.0952380952380952	0.115573458473961	0.612244897959184	0.612323529513366	7	116400	0.249530522571519
ACVR1B	3.86560607859432	9	0.001069	18.444444	13253.226485	0.00032	0.138889	5	0.000145	27178.624541	2154.745238	3.45861689252922e-05	2154.74523809524	605.4921875	0	175	7	5	0.068033073723357	2107	422	-0.0146373234608529	2061.58627149877	86815	0.129235618597321	24.3055555555556	10	6	0.00187098281860599	0.150388652015207	7	14	80083905116365040	0.138888888888889	1.32909477245056	0.518518518518519	0.518597384615178	9	184659	0.262998320285011
ACVR2A	4.43915469547667	3	0.000356	13	329.365002	3.2e-05	0.333333	1	6.1e-05	1111.850588	1858.657143	1.99219666196277e-05	1858.65714285714	406.1875	0	42	3	2	0	570	90	-0.452380952380952	1795.22475996898	15606	0.372549019607843	14	4	3	0.000187157387043719	0.44087338026732	8	4	818216042697036	0.333333333333333	0.115573458473961	0	0.000110205255577922	3	4525	0.226859165489705
ACVR2B	3.83996200878547	15	0.001781	19.066667	24310.597032	0.000302	0.114286	12	0.000241	50264.712269	2176.07619	4.05341397463492e-05	2176.07619047619	619.8359375	0	301	9	6	0.150525010640445	2119	812	0.136946575866994	2075.35397600791	123116	0.0904761904761905	34.4	16	6	0.00175899856679908	0.0903625282173454	8	27	71087240306310088	0.114285714285714	2.54261608642715	0.586666666666667	0.586930682306903	15	307551	0.265601878490913
ACVRL1	3.86441885314021	11	0.001306	24.272727	8132.872939	0.000331	0.218182	12	0.000163	16545.735932	2159.520238	3.78280144379816e-05	2159.52023809524	608.54296875	2.14285714285714	278	8	9	0.178448560619146	2029	666	-0.0843360747083469	2062.21963133641	124204	0.122589531680441	60.6545454545454	12	6	0.00193477184904308	0.125924105209783	8	23	85612425704787328	0.218181818181818	1.32909477245056	0.628099173553719	0.62839652359478	11	100831	0.263581134882838
ACY1	4.61070877359611	1	0.000119	8	0	6e-06	0	0	3e-05	0	1780.306746	9.35402310769444e-06	1780.30674603175	356.125	0	9	1	1	0	341	18	-0.777777777777778	1728.42849418066	5493	1	NA	2	1	3.30728698095495e-05	1	9	1	25041427268975.8	NA	-0.569208985595448	0	1.72771635331692e-07	1	0	0.217296075434128
ADA	4.64181408049389	4	0.000475	9.5	107.613864	5e-06	0.166667	1	6.3e-05	380.952516	1773.811111	2.46850823938352e-05	1773.81111111111	353.142578125	0	42	4	2	0	356	96	-0.373737373737374	1716.84610466008	11817	0.310344827586207	7	5	4	2.85661759303968e-05	0.281816893424036	9	5	18703351734770.4	0.166666666666667	-0.496823132561476	0.375	0.375001093613998	4	1606	0.21650324803017
ADAM10	4.1868692864775	6	0.000712	10.666667	1128.487759	4.1e-05	0.066667	1	9.6e-05	3071.081233	1975.496429	3.05347640271458e-05	1975.49642857143	481.59765625	4.0426183402654	70	6	2	0	1003	170	-0.258058608058608	1903.39842908184	29906	0.178571428571429	4.66666666666667	7	5	0.000240522737153863	0.178997228521038	8	7	1323505684014815	0.0666666666666667	-0.301218551870832	0.5	0.500008191121603	6	13660	0.241120032780588
ADAM12	3.88578891131426	4	0.000475	41	3435.371029	9.7e-05	0	0	7.3e-05	8389.94032	2137.85	2.481170804567e-05	2137.85	593.0234375	0	168	4	1	0	1876	348	-0.463888888888889	2050.87836846929	95761	0.251572327044025	0	5	3	0.000564587665226234	0.25	7	4	7293852011847935	0	-0.490628861606559	0.625	0.625060371577036	4	31342	0.260936165018902
ADAM15	3.62649887213582	8	0.00095	54.25	9105.332501	0.001031	0	0	0.000107	19028.843391	2310.69881	3.49490236297504e-05	2310.69880952381	716.85546875	0	442	8	1	4	3051	940	-0.333042891160163	2197.5135533294	261504	0.145890410958904	0	9	6	0.00602882340708073	0.125	8	8	831248725554855552	0	-0.569208985595448	0.78125	0.781274512624452	8	101615	0.282033297879123
ADAM17	3.81776089279354	9	0.001069	19.555556	7118.911266	0.000327	0.027778	1	0.000127	16920.075581	2183.388095	3.61815352747914e-05	2183.3880952381	625.7265625	1	185	8	2	0	2318	442	-0.177857734920637	2087.42261404982	92190	0.119603680113234	5.13888888888889	10	5	0.00190842618682449	0.11368384117151	7	10	83313735241587808	0.0277777777777778	-0.128851476622915	0.740740740740741	0.740745283499376	9	73930	0.266494336047596
ADAM19	4.84851003205509	2	0.000237	2.5	8192	4e-06	0	0	8.4e-05	16384	1684.025397	8.11294758186832e-06	1684.0253968254	296.861328125	0	7	2	1	0	124	16	0	1643.65554984206	2163	0.5	0	3	1	2.28619541030256e-05	0.5	9	2	11952855870266.5	0	0	0.5	0.500258271124728	2	69403	0.205544415577386
ADAM2	4.84945981241838	2	0.000237	8	8192	2e-06	0	0	7.5e-05	16384	1688.22619	9.7479011181398e-06	1688.22619047619	300.765625	0	18	2	1	0	160	38	-0.215686274509804	1643.33363527309	3729	0.5	0	3	1	1.10515534943326e-05	0.5	8	2	2797148160549.52	0	0	0.5	0.500485294782421	2	75802	0.206057145182023
ADAM23	4.31473346788555	1	0.000119	75	0	2e-05	0	0	3e-05	0	1914.414286	1.03252965796335e-05	1914.41428571429	441.9140625	0	76	1	1	0	720	152	-0.973684210526316	1846.99251575269	25488	1	NA	2	1	0.000115299042927181	1	8	1	304060179371682	NA	-0.564643848992643	0	5.15243285212907e-05	1	0	0.233664626597616
ADAM33	4.18437611302386	1	0.000119	83	0	6.8e-05	0	0	3.3e-05	0	1975.613095	1.0308264277808e-05	1975.6130952381	482.02734375	0	84	1	1	0	964	168	-0.976190476190476	1904.5325294368	25045	1	NA	2	1	0.000397605068849143	1	8	1	3622569933949230	NA	-0.267468201476256	0	0.000226818622753422	1	0	0.24113427257879
ADAM9	3.99358898254779	9	0.001069	17.777778	4040.370776	7.8e-05	0.027778	1	0.000121	9504.534102	2081.270238	3.6569417480732e-05	2081.27023809524	553.44921875	3.4	169	8	2	0	1502	410	-0.201135574073554	1995.51843153576	67600	0.125	4.69444444444444	10	6	0.00045387046055695	0.114843447097235	8	10	4713725283459303	0.0277777777777778	-0.128851476622915	0.691358024691358	0.691362147129276	9	43494	0.254030298803261
ADAMTS1	4.68835331829514	3	0.000356	12.666667	416.679661	3e-06	0	0	6.5e-05	1036.407989	1755.674206	2.11034430502574e-05	1755.67420634921	342.310546875	0	41	3	1	0	294	88	-0.588578088578089	1699.80372246138	6878	0.333333333333333	0	4	3	2.0308771994239e-05	0.333333333333333	9	3	9433864805619.77	0	-0.534456210360037	0.444444444444444	0.444502360468089	3	2400	0.214289540626057
ADAMTS4	4.72634453282678	3	0.000356	7.666667	109.008294	5e-06	0	0	7.2e-05	406.632087	1735.5	1.96858554534019e-05	1735.5	328.669921875	0	26	3	1	0	204	58	-0.423931623931624	1686.14039186134	5930	0.392156862745098	0	4	2	2.85803403539381e-05	0.333333333333333	9	3	18680211225575.1	0	0	0.444444444444444	0.444632078016441	3	1586	0.21182716953498
ADAP1	3.78250029680636	7	0.000831	19.142857	1703.181221	0.000279	0.047619	1	8.8e-05	4398.801624	2195.322619	3.34159463656025e-05	2195.32261904762	633.29296875	0	141	7	2	0	2408	324	-0.368055720362599	2106.88163841808	87179	0.153571428571429	6.71428571428571	8	6	0.00162672450994691	0.151428571428571	8	8	60584323495411008	0.0476190476190476	-0.189437458853304	0.612244897959184	0.612245923362406	7	21710	0.267951009282008
ADAR	4.74118485100321	1	0.000119	4	0	7e-06	0	0	3.6e-05	0	1725.47381	8.10111686133492e-06	1725.47380952381	321.859375	0	5	1	1	0	169	10	-0.6	1680.8626267685	3096	1	NA	2	1	4.0520331142238e-05	1	8	1	37639372744225.9	NA	0	0	-Inf	1	0	0.210603418714013
ADCK1	4.43856108274961	1	0.000119	56	0	1.1e-05	0	0	2.7e-05	0	1856.784524	1.02737252891541e-05	1856.78452380952	404.45703125	2.55555555555556	57	1	1	0	498	114	-0.964912280701754	1795.46485315359	15907	1	NA	2	1	6.66267996474867e-05	1	8	1	101719604389992	NA	-1.26476183416781	0	1.16983646115676e-05	1	0	0.226630602198162
ADCY1	4.32886145078951	5	0.000594	33.8	1897.349886	3e-05	0	0	7.3e-05	4054.514943	1914.066667	2.80855023579016e-05	1914.01666666667	442.125	0	174	5	1	1	712	368	-0.5244970798183	1840.96453842356	47335	0.324752475247525	0	6	4	0.000171356347563265	0.2	8	5	684459916703767	0	-0.378755805580515	0	3.20002626124083e-05	5	39991	0.23361609504048
ADCY10	4.98919624836757	1	0.000119	10	0	1e-06	0	0	2.8e-05	0	1644.190873	9.55970853352207e-06	1644.19087301587	278.005859375	0	11	1	1	0	219	22	-0.818181818181818	1597.30746716162	3507	1	NA	2	1	8.33757775799016e-06	1	9	1	1597039030985.72	NA	-0.614890459542437	0	3.19899772005527e-07	1	0	0.200682396315883
ADCY10P1	4.81075626261427	1	0.000119	10	0	9e-06	0	0	2.9e-05	0	1704.838889	9.50342209917784e-06	1704.83888888889	311.51171875	1	11	1	1	0	206	22	-0.818181818181818	1656.55460131784	3499	1	NA	2	1	5.26313690155217e-05	1	9	1	66855875872673.2	NA	-0.520166538641961	0	8.78142015769967e-08	1	0	0.208084814950445
ADCY3	4.29075151371245	5	0.000594	31.8	2552.015294	2e-05	0	0	8.3e-05	5486.57524	1930.907143	2.69153444537636e-05	1930.90714285714	452.90625	1	164	4	1	1	765	348	-0.37536231884058	1857.31576326056	45545	0.296153846153846	0	6	3	0.000114404224743958	0.2	8	5	299902717527529	0	-0.378755805580515	0	4.3247607946717e-05	5	47560	0.235677669090335
ADCY4	4.25086073845423	4	0.000475	53.75	59.351404	3.4e-05	0	0	5.5e-05	90.545819	1949.989286	2.63062154743025e-05	1949.98928571429	465.67578125	0	219	4	1	0	853	450	-0.841907923043826	1874.74511939673	61573	0.479545454545455	0	5	4	0.000197535939488831	0.25	8	4	908046595575854	0	-0.437789469070996	0	4.10572099620587e-05	4	3298	0.238006747920694
ADCY5	4.26000237445091	4	0.000475	31	305.024139	2.2e-05	0.166667	1	6e-05	680.019927	1946.585714	2.59786929946302e-05	1946.58571428571	463.8359375	0	128	4	2	0	888	268	-0.713026226824668	1870.7220612006	36524	0.299019607843137	21.3333333333333	5	4	0.000128597285896263	0.265017361111111	8	5	379493264126904	0.166666666666667	-0.496823132561476	0.375	0.375021035982354	4	3954	0.237591323603768
ADCY6	3.74260952154814	8	0.00095	74	17564.753848	0.000191	0.321429	9	9.2e-05	34524.184109	2238.130952	3.59048554508739e-05	2238.13095238095	664.9375	0	600	8	7	0.116361022238828	2508	1256	-0.800912698412698	2129.33793300343	195350	0.231583072100313	192.857142857143	9	8	0.00111405253480284	0.133344542366343	7	17	28562958796754124	0.321428571428571	-0.319722142090035	0.40625	0.406323761802395	8	211473	0.273175998093592
ADCY7	4.07111480470141	4	0.000475	52	440.798602	3.8e-05	0.166667	1	5.7e-05	834.072587	2043.602381	2.63726228600095e-05	2043.60238095238	529.1484375	2	212	4	2	0	1339	436	-0.83831264826211	1957.51797847832	71372	0.334415584415584	35.3333333333333	5	4	0.000219561742598209	0.257393388429752	8	5	1104786257496768	0.166666666666667	-0.496823132561476	0.375	0.375020158527336	4	10080	0.24943273293693
ADCY8	4.0740828683367	5	0.000594	44	5551.782254	4.2e-05	0.1	1	7.5e-05	10988.742431	2039.129762	2.83260436772687e-05	2039.12976190476	524.95703125	1	225	5	2	0	1197	470	-0.596376811594203	1956.09188133815	64013	0.263030303030303	22.5	6	4	0.000245663147392439	0.20251953125	8	6	1381095471134736	0.1	-0.437789469070996	0.32	0.320028274499235	5	80720	0.248886825571178
ADCYAP1	4.87759705568087	1	0.000119	4	0	3e-06	0	0	4e-05	0	1675.379365	7.79327702447035e-06	1675.37936507937	292.78515625	0	5	1	1	0	121	10	-0.6	1633.85378736248	2071	1	NA	2	1	1.75392532784765e-05	1	9	1	7039489996146.2	NA	-0.577350269189626	0	0.000233717050653781	1	0	0.204489120600452
ADD1	3.83260121096996	4	0.000475	42.5	1980.016432	0.000179	0	0	6.5e-05	4345.874156	2169.383333	2.58289591643347e-05	2169.38333333333	615.5546875	1	174	4	1	0	2159	360	-0.661379806159752	2079.33984883217	88936	0.257763975155279	0	5	4	0.00104424800762163	0.25	8	4	24949285835584320	0	-0.286750612242175	0.625	0.625096834018008	4	31488	0.264784979047137
ADD2	4.25192924136293	1	0.000119	55	0	1.9e-05	0	0	2.8e-05	0	1941.304762	1.02933038837756e-05	1941.30476190476	459.203125	0	56	1	1	0	843	112	-0.964285714285714	1874.27399899481	27636	1	NA	2	1	0.000109806778063494	1	8	1	276360293987951	NA	-0.569208985595448	0	1.84982052509053e-06	1	0	0.236946754779045
ADD3	4.14780956903716	1	0.000119	62	0	3.8e-05	0	0	2.9e-05	0	1991.207143	1.03130286185423e-05	1991.20714285714	492.1875	0	63	1	1	0	1065	126	-0.968253968253968	1921.32263789106	30118	1	NA	2	1	0.000219031910808771	1	8	1	1101060134533700	NA	-0.569208985595448	0	3.17712765762757e-06	1	0	0.243037610503729
ADGRA2	4.40876172385136	2	0.000237	21	17.649293	1.1e-05	0	0	4.2e-05	34.498662	1867.036905	1.69314696348829e-05	1867.0369047619	410.21484375	0	44	2	1	0	531	90	-0.823076923076923	1807.60061936179	14515	0.540540540540541	0	3	2	6.41480268687938e-05	0.5	8	2	94171089140628.3	0	-0.374923515731115	0	2.90903419050137e-05	2	237	0.227881960791153
ADGRA3	4.51620562744865	1	0.000119	24	0	8e-06	0	0	3e-05	0	1820.42619	1.00503245393653e-05	1820.42619047619	381.046875	0	25	1	1	0	423	50	-0.92	1764.5964511041	9128	1	NA	2	1	4.56647577366688e-05	1	8	1	47703500494199.8	NA	-0.564643848992643	0	1.00700072761528e-05	1	0	0.222192870801444
ADGRB1	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1	1.52913150917951e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	0	1	1	1	1.54308063481524	NA	0	0	0	1	0	1
ADGRB2	5.15065891012703	1	0.000119	6	0	1e-06	0	0	3.3e-05	0	1582.853175	8.76367999432883e-06	1582.85317460317	241.63671875	0	7	1	1	0	42	14	-0.714285714285714	1547.23513276784	1263	1	NA	2	1	3.49465051468129e-06	1	9	1	279805090228.929	NA	0	0	-Inf	1	0	0.193195798193992
ADGRE5	4.92425501602754	1	0.000119	2	0	1e-06	0	0	4.7e-05	0	1659.49127	5.75256763171891e-06	1659.49126984127	283.99609375	1	3	1	1	0	131	6	-0.333333333333333	1618.37280902669	1663	1	NA	2	1	8.29627154569307e-06	1	9	1	1575165028718	NA	0	0	0.000246140530973604	1	0	0.20254989257188
ADGRL1	4.51003205508726	2	0.000237	23.5	8192	8e-06	0	0	7.4e-05	16384	1823.359127	1.02080371569647e-05	1823.35912698413	382.421875	0	49	2	1	0	360	100	-0.291666666666667	1767.01192481836	11978	0.5	0	3	1	4.95292283301528e-05	0.5	9	2	56151367627947.3	0	0	0.5	0.502216581777311	2	77096	0.222550851578686
ADH5	4.20764573192449	1	0.000119	59	0	4e-05	0	0	2.8e-05	0	1963.078571	1.02983795426994e-05	1963.07857142857	473.7109375	1	60	1	1	0	916	120	-0.966666666666667	1893.99985892046	28217	1	NA	2	1	0.000231786917247584	1	8	1	1264659291697612	NA	-0.520166538641961	0	1.27545935846296e-06	1	0	0.239604366096485
ADI1	4.58364003324231	2	0.000237	10	115.220468	1.6e-05	0	0	4.8e-05	300.741061	1789.26627	1.57294113253234e-05	1789.26626984127	360.5859375	0	22	2	1	0	283	46	-0.644444444444444	1738.63574906755	6044	0.5	0	3	2	9.3824588498976e-05	0.5	9	2	201315926733151	0	-1.6431676725155	0.5	0.500405140673868	2	541	0.218389633814394
ADIPOQ	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1	1.52913150917951e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	0	1	1	1	1.54308063481524	NA	0	0	0	1	0	1
ADIPOR1	4.57046183070165	2	0.000237	6.5	8192	7e-06	0	0	7.1e-05	16384	1795.832937	9.69638720713539e-06	1795.83293650794	365.078125	1	15	2	1	0	323	32	-0.19047619047619	1743.64882977894	6652	0.5	0	3	1	4.19459899462887e-05	0.5	9	2	40298364584468.9	0	0	0.5	0.500388618216054	2	79771	0.219191131027461
ADIPOR2	5.54303692271162	1	0.000119	2	0	0	0	0	4.8e-05	0	1466.448413	5.53062180348789e-06	1466.44841269841	183.2890625	0	3	1	1	0	13	6	-0.333333333333333	1437.71014585877	325	1	NA	2	1	7.62419510514454e-07	1	10	1	13318250349.8235	NA	0	0	0.000246140530973604	1	0	0.178987966886184
ADM	5.03585420871423	1	0.000119	5	0	2e-06	0	0	3.5e-05	0	1623.228571	8.55732015166512e-06	1623.22857142857	264.552734375	0	6	1	1	0	108	12	-0.666666666666667	1582.50816889455	1544	1	NA	2	1	1.39700124366925e-05	1	9	1	4470600037439.72	NA	0	0	-Inf	1	0	0.198123833934913
ADORA1	4.12014721595631	14	0.001662	39.071429	5616.179843	6.1e-05	0.197802	18	0.000166	12384.953839	2030.280952	4.12016693633586e-05	2030.28095238095	520.2734375	0	561	11	10	0.064138862685067	1213	1304	-0.219447209442031	1934.22225103734	145871	0.189895470383275	110.967032967033	15	9	0.000357129069066912	0.0848386561905713	8	32	2928041176202460	0.197802197802198	0.0344798388528469	0.255102040816327	0.255250347978196	14	75739	0.247806780468799
ADORA2B	4.03775376944082	11	0.001306	65.909091	5625.330667	9.3e-05	0.327273	18	0.000115	10910.327587	2067.832143	3.92672900851921e-05	2067.83214285714	545.44921875	1	736	11	9	0.101970606068083	1422	1582	-0.608635900912007	1973.69153190238	202182	0.340555817239755	240.872727272727	12	10	0.00054144908395073	0.0989392757237038	8	29	6726766682877058	0.327272727272727	-0.0835874881281138	0.165289256198347	0.165453418051616	11	96228	0.252390106536925
ADPGK	4.04000949780363	2	0.000237	54	407.573528	9.6e-05	0	0	4.2e-05	952.605253	2053.255952	1.72594174769614e-05	2053.25595238095	535.25390625	0	110	2	1	0	1435	222	-0.90239651416122	1972.58952658027	40155	0.5	0	3	2	0.000561029920822879	0.5	8	2	7245355913841407	0	-0.267468201476256	0.5	0.500177185022106	2	2925	0.25061100358609
ADRA1A	3.95346076219874	14	0.001662	36.214286	9841.133018	7.4e-05	0.142857	13	0.000164	21255.370601	2115.208333	4.1611079024834e-05	2115.20833333333	577.58984375	0	522	12	10	0.106898104475112	1642	1226	-0.250185853988013	2015.77324324324	151656	0.158275645059786	74.5714285714286	15	10	0.000436011502484397	0.0778985293686101	8	27	4367131045898278	0.142857142857143	-0.142621151618594	0.561224489795918	0.561290979697198	14	145832	0.258172627039328
ADRA1B	4.09462186869286	3	0.000356	46	588.782636	3.9e-05	0	0	4.7e-05	1556.058886	2027.295238	2.21762916834139e-05	2027.29523809524	517.515625	0	141	3	1	0	1234	288	-0.779948312557008	1946.27994433008	52130	0.346153846153846	0	4	3	0.000228944268928521	0.333333333333333	7	3	1200742603167811	0	-0.555856796051956	0.444444444444444	0.444462707472282	3	18531	0.247442357878083
