spl	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	dmnc	geokpath	lincent	semilocal	coreness	hub_score	eccentricity	subgraph_centrality	pc	gilschmidt
EIF2AK2	3.43867980529503	0.002493	30.666667	37229.25284	0.002197	0.042857	2446.5	4.53995523657847e-05	2446.5	814.71875	1	666	0.12413656192963	4125	2317.54070570363	406345	11	0.0128535480633733	8	3778277668347371008	0.585034013605442	0.298608568289983
EIF2AK3	3.74593375281966	0.000712	36.166667	4290.310189	0.001352	0.066667	2225.069048	3.11605154312969e-05	2225.06904761905	655.3671875	0	223	0	2587	2127.44830755578	142748	5	0.00791688894474671	8	1433559606907569664	0.5	0.271581721911255
EIF2AK4	3.88246468004274	0.000237	99	0	0.000332	1	2145.133333	1.74851513471158e-05	2145.13333333333	599.609375	0	200	0	2023	2052.63436487065	99554	2	0.00194002072499558	8	86097762191089968	0	0.261825135278065
EIF2B1	3.76659147572124	0.001069	23.111111	8997.494703	0.001271	0.111111	2216.178571	3.52485680755717e-05	2216.17857142857	649.25	0	217	0	2552	2115.78040093299	122703	5	0.0074346965527532	8	1264097470181862144	0.641975308641975	0.270496591166658
EIF2B2	3.93814555384067	0.00095	23.75	8016.205465	0.002147	0.25	2112.688095	3.27760495490538e-05	2112.6880952381	575.734375	1	198	0.0501750035468149	1751	2023.61246269332	106415	5	0.012577141619113	8	3618901771855370240	0.40625	0.257865018337356
EIF2B3	4.18140804938858	0.000594	20.2	2286.386023	0.002078	0.6	1975.679762	2.64202899594037e-05	1975.67976190476	481.26953125	2.38461538461538	106	0.068033073723357	960	1905.88441226576	64123	4	0.0121716288647881	8	3389476405681459200	0	0.241142409606333
EIF2B4	4.36934583877478	0.000356	14	18.053982	0.000868	0.333333	1887.72381	2.11108086893664e-05	1887.72380952381	424.234375	0	45	0	630	1823.90699127789	26500	3	0.00508699243633751	8	592035386371699584	0	0.230406909498816
EIF2B5	4.91060192330524	0.000237	6.5	0	7.7e-05	1	1666.911508	1.48421678762677e-05	1666.91150793651	288.8671875	0	15	0	148	1622.87241912867	4263	2	0.000449839078903779	9	4629987327151157	0	0.203455572798322
EIF2D	5.77430844117298	0.000119	2	0	0	0	1407.198413	4.70847366348737e-06	1407.19841269841	157.1630859375	1	3	0	5	1380.12724880235	223	1	3.80083486686445e-07	10	3310583521.79307	0	0.171756183656588
EIF2S1	3.49531045945625	0.004275	59.027778	9183.282649	0.054859	0.639683	2415.183333	4.96541032382901e-05	2415.18333333333	790.1875	1	2161	0.21834486554655	3784	2279.99215379912	1535267	27	0.321364389989271	7	2.36265511654313e+21	0.205246913580247	0.294786199601264
EIF2S2	3.34037753769441	0.005462	53.369565	40366.588107	0.055962	0.399034	2536.745238	5.09015655989193e-05	2536.74523809524	878.1484375	1	2501	0.241100394321867	4560	2385.74242962752	1709383	27	0.327819731261523	7	2.45851164786921e+21	0.342155009451796	0.309623488111201
EIF2S3	3.59373144960228	0.002968	67.52	5319.043707	0.04436	0.716667	2344.22619	4.73757175754804e-05	2344.22619047619	740.0234375	1	1713	0.213066750233704	3297	2217.5503468781	1237127	23	0.259858929319041	7	1.5448155173103e+21	0.0768	0.286125496213356
EIF3A	3.55669001543393	0.004868	51.390244	12518.330113	0.054901	0.512195	2375.364286	5.03539797034848e-05	2375.36428571429	760.5	4.68116817964644	2148	0.24151866125787	3420	2240.6452032846	1470996	27	0.321606297636178	7	2.36620222959937e+21	0.262938726948245	0.289926069292581
EIF3B	3.49994063872729	0.003918	57.909091	3019.842194	0.047949	0.642045	2408.914286	4.92120988583905e-05	2408.91428571429	785.765625	1	1944	0.248247312225144	3753	2276.97588195387	1378168	26	0.280879515353123	7	1.80484225430072e+21	0.170798898071625	0.294021028404017
EIF3D	3.37243262495548	0.004512	68	6186.234148	0.061465	0.667141	2512.721429	5.00461779260886e-05	2512.72142857143	861.4765625	3.07843137254902	2622	0.232317950352809	4344	2363.06586636626	1830188	27	0.360047102750887	7	2.96561237617482e+21	0.192520775623269	0.306691252114152
EIF3E	3.58079069215244	0.004631	50.25641	15433.011051	0.052732	0.51417	2356.07619	5.00970720278775e-05	2356.07619047619	746.8671875	0	1999	0.279481427899583	3364	2225.56443751865	1403984	26	0.308913911725623	7	2.18315683887203e+21	0.381328073635766	0.287571852859273
EIF3G	3.51763029799359	0.004393	60.135135	3709.327321	0.059374	0.657658	2398.847619	4.9832256151623e-05	2398.84761904762	778.015625	3.75873015873016	2262	0.239165443187674	3658	2265.52529616254	1620616	27	0.347820087096129	7	2.76768616166139e+21	0.151935719503287	0.292792337244898
EIF3H	3.47572123946337	0.004512	63.394737	6569.868581	0.061928	0.687055	2434.380952	5.00181820498683e-05	2434.38095238095	804.046875	6.32585678210678	2447	0.224060257302137	3834	2292.8422257139	1718571	27	0.362769674531164	7	3.01067333974325e+21	0.196675900277008	0.297129372925762
EIF3I	3.29300724207527	0.005699	58.6875	39528.795655	0.064016	0.471631	2576.692857	5.11973885836518e-05	2576.69285714286	907.4375	8.09186584249084	2865	0.210678342064732	4795	2420.06161445001	1958938	27	0.374990321431777	7	3.21688313771965e+21	0.407986111111111	0.31449931125872
EIF3J	3.64632553721952	0.002375	34.05	12861.378019	0.013325	0.384211	2297.740476	4.55728838813899e-05	2297.74047619048	706.3046875	4.36851851851852	701	0.134078414458302	3059	2185.5647120112	438074	14	0.0780593185928967	7	1.39400076257056e+20	0.53	0.28045166315029
EIF3K	3.47489018164549	0.004749	62.625	5160.3804	0.064492	0.658974	2436.138095	5.03026907946709e-05	2436.1380952381	805.1796875	12.5114725877135	2545	0.243818838984136	3847	2293.39058389422	1793362	27	0.377801124120425	7	3.26539199766134e+21	0.23	0.297343841723167
EIF3M	3.51584945981242	0.004512	60.842105	8505.914403	0.061843	0.692745	2401.614286	5.0002816002891e-05	2401.61428571429	779.96875	2.33333333333333	2350	0.224060257302137	3658	2266.67282366448	1683492	27	0.362276917718338	7	3.00253074242642e+21	0.196675900277008	0.293130023887967
EIF4A2	3.53484506707824	0.005106	52.302326	20311.160957	0.060109	0.51052	2393	5.04223359042555e-05	2393	773.40625	1	2292	0.200548749447317	3572	2254.49214079398	1644871	27	0.352085915667211	7	2.83583790904914e+21	0.327744726879394	0.292078603686052
EIF4A3	3.21678736792117	0.012467	63.647619	88101.879688	0.123848	0.265385	2678.82381	5.37653175249483e-05	2678.82380952381	976.71875	5.17094988344988	6788	0.184470825548838	5039	2477.40354308913	4668726	39	0.722963906653163	7	1.19642248584447e+22	0.571609977324263	0.32696494684775
EIF4B	3.56072658197792	0.002375	53	1771.406668	0.023828	0.589474	2357.835714	4.57179822317369e-05	2357.83571428571	749.7109375	3.78840945688772	1080	0.22843298996162	3423	2238.10512803414	745197	18	0.139515889890938	7	4.45202116789571e+20	0.27	0.287786612264806
EIF4E	3.37207645731924	0.005581	52.595745	41966.290947	0.056838	0.387604	2518.709524	5.09677072435027e-05	2518.70952380952	865.078125	0	2519	0.19846670893378	4365	2363.31545963455	1730821	27	0.33277158571615	7	2.53274250084101e+21	0.451788139429606	0.307422131552465
EIF4E2	3.8726107087736	0.00095	43.625	4921.336696	0.002878	0.214286	2165.082143	3.48582015012757e-05	2165.08214285714	614.06640625	3	357	0.204099221170071	2006	2057.85735307643	189192	6	0.0167227124947958	8	6454992609661964288	0.65625	0.264259995466496
EIF4E3	4.07313308797341	0.000356	58.333333	23.910306	0.003635	0	2044.153571	2.25127266511152e-05	2044.15357142857	530.30078125	2.14285714285714	178	0	1400	1956.54800629591	120555	3	0.0212413452304514	8	1.0320727318669e+19	0.444444444444444	0.24950000871823
EIF4EBP1	3.70853615101508	0.001069	31.333333	10097.732617	0.000211	0.027778	2251.97381	3.60198424865563e-05	2251.97380952381	674.125	1	291	0	2688	2148.90191119506	147379	6	0.00122685513339524	8	34585416886543312	0.740740740740741	0.274865593741446
EIF4ENIF1	3.88163362222486	0.000356	57.333333	342.182089	0.000168	0.333333	2143.079762	2.24424014948845e-05	2143.07976190476	597.58984375	0	175	0	1983	2053.07383391956	92372	3	0.00097676966010807	8	21994924085052588	0.444444444444444	0.261574485768903
EIF4G1	3.44687166092841	0.003206	42.962963	40983.74915	0.016003	0.094017	2461.464286	4.72490902224799e-05	2461.46428571429	825.75	0	1187	0.19389784491391	3952	2312.0328247167	724395	14	0.0935840348326608	7	2.00289497569729e+20	0.598079561042524	0.300435040365443
EIF4G2	3.97411848510032	0.000594	38.2	303.892311	0.003193	0.4	2089.214286	2.94391616169499e-05	2089.21428571429	559.4609375	3.21212121212121	196	0	1622	2005.2951245743	115307	5	0.0187004844115048	8	7999501571335571456	0.56	0.254999912817546
EIF4G3	4.16276860975899	0.000356	33.666667	36.746681	0.002102	0.666667	1987.677381	2.20047465441931e-05	1987.67738095238	490.33203125	0	104	0	1080	1914.41830419531	66169	3	0.0123110083123055	8	3466672954074988032	0	0.242606783956096
EIF5	3.89694883058293	0.000594	50.4	398.145078	0.003216	0.3	2140.94881	2.96003176748543e-05	2140.94880952381	596.57421875	0	257	0	1929	2045.0051486717	154738	5	0.0187585768587162	8	8061218199766068224	0.56	0.261314391495626
EIF5A2	5.55360322925323	0.000119	3	0	0	0	1465.517063	7.28684640246446e-06	1465.51706349206	183.771484375	0	4	0	34	1434.97475308906	451	1	1.07916500185958e-06	9	27423394901.422	0	0.178874290674007
EIF5B	3.7087735961059	0.003918	62.424242	1878.260132	0.067223	0.755682	2265.932143	4.92368504881586e-05	2265.93214285714	682.41015625	2	2093	0.257441657122371	2776	2148.76433304523	1601607	29	0.393812305981938	8	3.54810967733258e+21	0.0587695133149678	0.276569283883436
EIPR1	4.0093790810875	0.000475	25.25	1335.543928	0.000286	0	2072.385714	2.5338023201558e-05	2072.38571428571	548.8984375	0	105	0	1631	1987.65950075509	56814	4	0.00167133608793201	8	63900363545028584	0.625	0.25294589457898
ELAC2	4.41564763148522	0.000475	15.5	1327.384887	1.2e-05	0	1867.960714	2.46451722362191e-05	1867.96071428571	411.23046875	2.65	66	0	502	1804.78178689538	13526	4	7.11286998425265e-05	8	116574823759663	0.375	0.22799471674426
ELANE	4.25537219517986	0.001425	7.166667	21955.122756	1.5e-05	0	1946.439286	3.77350596059766e-05	1946.43928571429	461.88671875	0	98	8	822	1872.75755377619	19831	5	8.49257686551395e-05	8	165605431788628	0.777777777777778	0.237573451203984
ELAVL1	4.01234714472278	0.000831	18.285714	1496.906641	0.000374	0.047619	2074.115476	3.29875144022671e-05	2074.11547619048	549.91796875	0	135	0	1574	1986.18916439815	66004	5	0.00214893743466162	8	112665318939655280	0.571428571428571	0.25315702138293
ELAVL2	3.98005461237089	0.001187	33.6	14908.399358	0.002219	0.133333	2096.555952	3.65815093920946e-05	2096.55595238095	565.42578125	2.24324324324324	346	0.068033073723357	1670	2002.30428946426	210504	8	0.0127254611285632	8	4006766772496046592	0	0.255896002975811
ELAVL3	4.95262970438086	0.000119	10	0	4e-05	0	1655.163095	9.52231175958908e-06	1655.1630952381	283.462890625	0	11	0	166	1609.10080065203	4904	1	0.00023130077174632	9	1346759014769673	0	0.202021615432472
ELAVL4	4.86441885314021	0.000237	7	50.840403	4.2e-05	0	1688.135714	1.52176401994842e-05	1688.13571428571	302.560546875	0	16	0	212	1638.28006248017	5817	2	0.000237763852707084	9	1419966734078612	0	0.206046102073213
ELF1	3.75495666627093	0.000594	50	187.857924	0.000328	0.4	2224.438095	2.92498158575179e-05	2224.4380952381	655.96875	1	255	0.068033073723357	2639	2122.33618945238	166834	5	0.00190620548979244	7	83664606823995168	0	0.271504710757714
ELF2	4.38288020895168	0.000237	16	36.5889	2.3e-05	0	1881.615476	1.66401497202581e-05	1881.61547619048	420.56640625	0	34	0	621	1818.27475146951	19031	2	0.000136456124189514	8	429199195908823	0	0.229661354350112
ELF3	3.47168467291939	0.001662	46.857143	23160.302967	0.000872	0.076923	2425.961905	4.07951393114102e-05	2425.9619047619	800.859375	1	670	0.0501750035468149	3935	2295.50813897818	404328	8	0.00506809005507434	7	592863325600427264	0.469387755102041	0.296101782590226
ELF4	4.12786418140805	0.000475	11.75	2210.015367	0.00015	0	2008.267857	2.35371006513318e-05	2008.26785714286	505.14453125	0	51	0	1287	1930.60625844862	34944	3	0.000878643866464892	8	17656366370871698	0.375	0.245119963034633
ELF5	4.18437611302386	0.000119	83	0	6.8e-05	0	1975.613095	1.03082642778082e-05	1975.6130952381	482.02734375	0	84	0	964	1904.5325294368	25045	1	0.000397605068849143	8	3622569933949230	0	0.24113427257879
ELK1	3.4833194823697	0.001425	45.916667	16284.543547	0.001184	0.060606	2411.102381	4.00076413603431e-05	2411.10238095238	789.6171875	0	563	0	3830	2287.84079754601	329265	8	0.00691581444681623	7	1094168711327264768	0.569444444444444	0.294288097272331
ELK3	3.68431675175116	0.000712	48.666667	4155.352446	0.000178	0	2268	3.19442566663161e-05	2268	686.359375	1	298	1	2851	2163.02803467277	167203	6	0.00103485856572887	7	24594473096220280	0.611111111111111	0.276821677041359
ELK4	3.82702125133563	0.000712	32.333333	783.685065	0.000128	0	2176.152381	3.17413268488351e-05	2176.15238095238	620.671875	0	200	1	2231	2082.37161470451	108169	5	0.000746053650776605	8	12798098777556814	0.666666666666667	0.265611177950963
ELL	3.95464798765286	0.00095	28.625	3606.093925	0.000645	0.107143	2115.67619	3.42326063914982e-05	2115.67619047619	580.03125	3.34498834498835	237	0.159664183576095	1862	2015.16808766136	132947	5	0.00372382647021465	8	329191158492760320	0.40625	0.258229731536195
ELL2	4.3685147809569	0.000356	17.666667	139.220004	0.000119	0	1894.253571	2.09442025464972e-05	1894.25357142857	430.05859375	0	56	0	745	1824.25396782259	28550	3	0.000685525985165338	8	11168740079789494	0.444444444444444	0.231203902285922
ELL3	4.31603941588508	0.000475	15	293.288664	0.000121	0	1916.704762	2.45767076062584e-05	1916.65476190476	443.8984375	2.8	64	0	783	1846.43365241789	30878	4	0.000701013392012137	8	11655457000848588	0.375	0.233938088844713
ELMO1	3.81669238988484	0.000831	41.571429	3187.339121	0.000187	0.190476	2187.55119	3.20579852041698e-05	2187.55119047619	628.64453125	4.03394621495887	299	0.0987551639829222	2176	2088.00699888018	154752	5	0.00109278548197923	8	27338446480665828	0.489795918367347	0.267002464356895
ELMO2	4.47952036091654	0.000119	24	0	1.6e-05	0	1833.458333	1.00403853197294e-05	1833.45833333333	388.45703125	1	25	0	400	1779.04770613024	11980	1	9.56416682211074e-05	8	209337359846512	0	0.2237835143822
ELMOD2	4.47952036091654	0.000119	24	0	1.6e-05	0	1833.458333	1.00403853197308e-05	1833.45833333333	388.45703125	1	25	0	400	1779.04770613024	11980	1	9.56416682211074e-05	8	209337359846512	0	0.2237835143822
ELN	4.35687997150659	0.001187	7.8	21111.121038	1.6e-05	0.066667	1896.720238	3.34323555559246e-05	1896.72023809524	429.31640625	0	88	0	635	1829.12553817647	17900	5	9.19920474270758e-05	8	193620635990886	0.64	0.231504972305045
ELOA	4.3193636471566	0.000356	10.333333	720.455855	2.9e-05	0	1908.532143	2.02686349316794e-05	1908.53214285714	437.27734375	0	34	0	704	1845.01261612885	15030	3	0.000172216744223496	8	678806896253623	0.444444444444444	0.232946679220934
ELOA2	3.88875697494954	0.000831	27.714286	5981.627946	0.00018	0	2145.12619	3.35236072182221e-05	2145.12619047619	599.328125	0	201	2	2001	2049.31305144253	67808	6	0.00105306702736855	8	25378364170371100	0.612244897959184	0.261824263453685
ELOVL1	4.39867030749139	0.000119	36	0	4e-05	0	1870.002381	1.01904677778485e-05	1870.00238095238	411.9296875	2.69230769230769	37	0	520	1811.74761133603	16872	1	0.000235219214856451	8	1266009341389068	0	0.22824391321279
ELP1	3.42467054493648	0.002137	34.333333	30183.346284	0.001596	0.026144	2456.37381	4.43861025735357e-05	2456.37380952381	822.40625	1	636	0	4213	2327.02104277889	355149	11	0.00931417224673504	7	1985921449534167040	0.746913580246914	0.299813720190852
ELP2	3.84886619969132	0.000712	30.166667	8392.614867	0.000157	0.2	2160.104762	2.92259312335242e-05	2160.10476190476	608.9921875	0	187	0.0987551639829222	2130	2070.55273142293	130598	5	0.000913221398600626	7	19127710553853968	0.5	0.263652479177911
ELP3	3.6754125608453	0.000831	53.142857	2256.609847	0.001184	0.095238	2281.742857	3.38537619403489e-05	2281.74285714286	697.1171875	1	379	0	2959	2168.26826668389	233196	6	0.00687427708346198	7	1092781024336721536	0.693877551020408	0.278499067147894
ELP4	4.82144129170129	0.000119	6	0	3e-06	0	1696.579762	8.93683081109549e-06	1696.57976190476	305.24609375	0	7	0	139	1652.88343059762	4129	1	1.65989123801672e-05	8	6323551956917.32	0	0.207076743794078
ELP5	4.11456725632198	0.000119	97	0	7.2e-05	0	2012.183333	1.03298407415222e-05	2012.18333333333	506.9296875	0	98	0	1158	1936.84534148945	32466	1	0.000421764125387092	8	4090665359342728	0	0.245597868098771
ELSPBP1	4.49412323400214	0.000119	21	0	1.7e-05	0	1831.789286	9.90494188057171e-06	1831.78928571429	388.86328125	0	22	0	483	1773.26699952449	9109	1	9.64053830252578e-05	8	212873429515340	0	0.223579798085477
EMC1	4.49744746527366	0.000712	10.333333	65480	6.7e-05	0.666667	1838.755159	1.01146640129203e-05	1838.75515873016	394.568359375	1	68	0	565	1771.95631170477	10821	5	0.000388992447393363	9	3462254576700283	0.277777777777778	0.224430020594432
EMC10	5.46907277692034	0.000712	7	1637.2	1e-06	0.933333	1495.48254	8.11564722263728e-06	1495.48253968254	199.6591796875	1	48	0.0501750035468149	34	1457.153844484	1020	5	7.63943796748602e-06	10	1335545405446.63	0	0.182531739250903
EMC3	5.46883533182951	0.00095	5.875	7096.366667	1e-06	0.678571	1496.48254	8.22397059685132e-06	1496.48253968254	200.1591796875	5.22093837535014	55	0.12413656192963	34	1457.21711097603	1066	5	7.65456844680249e-06	10	1340841764735.68	0	0.18265379466406
EMC4	5.46883533182951	0.00095	5.875	7096.366667	1e-06	0.678571	1496.48254	8.2239705968517e-06	1496.48253968254	200.1591796875	8.13217496636385	55	0.12413656192963	34	1457.21711097603	1066	5	7.65456844680249e-06	10	1340841764735.68	0	0.18265379466406
EMC6	5.46883533182951	0.00095	5.875	7096.366667	1e-06	0.678571	1496.48254	8.22397059685163e-06	1496.48253968254	200.1591796875	7.16046361748965	55	0.12413656192963	34	1457.21711097603	1066	5	7.65456844680249e-06	10	1340841764735.68	0	0.18265379466406
EMC7	6.44081681111243	0.000712	6.666667	0.5	0	0.866667	1262.459957	7.81782661037516e-06	1262.45995670996	102.07958984375	9.56676371160319	46	0.0501750035468149	9	1237.3089712632	473	5	7.02924403479976e-07	11	11308934314.5053	0	0.154090071611126
EMC8	5.46907277692034	0.000712	7	1637.2	1e-06	0.933333	1495.48254	8.11564722263783e-06	1495.48253968254	199.6591796875	0	48	0.0501750035468149	34	1457.153844484	1020	5	7.63943796748602e-06	10	1335545405446.63	0	0.182531739250903
EMC9	6.44105425620325	0.000475	7.5	0	0	1	1261.459957	7.37802707141905e-06	1261.45995670996	101.57958984375	0	34	0	9	1237.26335870827	335	4	4.30169851107065e-07	11	4235317494.25012	0	0.153968016197969
EMCN	4.50041552890894	0.000237	9.5	161.275641	2.1e-05	0	1826.015873	1.52589167773451e-05	1826.01587301587	384.111328125	2.65	21	0	424	1770.7876909278	7839	2	0.000125358676826694	9	359398445318464	0.5	0.222875121813244
EMD	3.72622581028137	0.001306	21.181818	12187.689395	0.000598	0.054545	2239	3.86013648345585e-05	2239	664.6171875	0	244	0.0987551639829222	2647	2138.70034410247	121911	6	0.00349233303888239	7	279097787441519200	0.743801652892562	0.27328207005979
EME1	4.07087735961059	0.000594	16.6	341.157207	0.000297	0.7	2032.964286	2.81359304590348e-05	2032.96428571429	520.5234375	0	88	0.068033073723357	1355	1957.63215608504	43785	5	0.00173589240928617	8	68911289708959968	0.56	0.248134295827434
EMG1	4.0531877003443	0.000594	16.6	8648.669617	8.8e-05	0.1	2040.115476	2.50374943687435e-05	2040.11547619048	524.72265625	1	88	0	1326	1966.17601054482	47142	3	0.000511045229471255	8	6013736538168611	0.72	0.249007137335575
EMILIN1	4.18461355811469	0.000237	18.5	8192	7.7e-05	0	1972.640476	1.02131914701561e-05	1972.64047619048	479.796875	0	39	0	1031	1904.42446165631	23294	1	0.000450208506492809	8	4644933129260132	0.5	0.240771448332772
EMILIN2	5.15718865012466	0.000119	2	0	1e-06	0	1580.820238	5.69499148130358e-06	1580.82023809524	240.6484375	0	3	0	37	1545.27611132853	1033	1	8.18308852975973e-06	9	1535307450693.51	0	0.192947667288593
EML1	4.76754125608453	0.000237	6	91.864789	3e-06	0	1719.709921	1.45081167711269e-05	1719.43611111111	319.318359375	0	14	0	225	1671.57031152726	3892	2	1.94015412923725e-05	9	8617646824025.57	0	0.209866484939731
EML2	4.42288970675531	0.000119	19	0	1.8e-05	0	1858.270238	9.98629428146834e-06	1858.27023809524	404.37109375	0	20	0	513	1801.82662264455	10470	1	0.000103300115336364	8	244131168393909	0	0.226811941669138
EML3	3.90015433930903	0.000237	106.5	65.031267	0.000342	0	2134.564286	1.74876082222936e-05	2134.56428571429	591.8125	0	215	0	1873	2043.32437368725	110086	2	0.00198329224090199	7	91522271850509456	0	0.260535125804241
EML4	4.32007598242906	0.000237	19.5	39.152681	0.000164	0	1911.217857	1.66729373480771e-05	1911.21785714286	439.96484375	1	41	0	765	1844.70839287677	23188	2	0.000958448689215946	8	21010105004315628	0.5	0.2332744851877
EMP2	6.64418853140211	0.000119	2	0	0	0	1216.658045	4.48281837984677e-06	1216.65804473304	84.84716796875	0	3	0	5	1199.43622686012	16	1	1.23092924071877e-08	11	3493503.19387305	0	0.148499700321377
EMP3	3.96224623055918	0.000237	70.5	23.855199	0.000264	0	2093.854762	1.74145859403248e-05	2093.85476190476	563.078125	1	143	0	1706	2011.303679511	83012	2	0.00154193047590129	8	54380724988046712	0	0.255566308056222
EMSY	4.27650480826309	0.000356	13	534.021687	2.1e-05	0	1928.628571	1.96561374490274e-05	1928.62857142857	450.3671875	1	42	0	770	1863.5032064629	19015	2	0.000122659088654801	8	345436195642565	0.444444444444444	0.23539955711321
ENAH	4.2004036566544	0.001069	8.111111	5034.955236	2.8e-05	0.055556	1970.772619	3.42438655660095e-05	1970.77261904762	478.30859375	1	82	0	970	1897.2653759186	25790	4	0.000160753783291406	8	591399095276917	0.37037037037037	0.240543466257482
ENC1	4.00819185563338	0.000119	119	0	0.000164	0	2069.536905	1.03773432511379e-05	2069.5369047619	546.36328125	0	120	0	1507	1988.24824501644	55590	1	0.000957162107555421	8	20951808695358632	0	0.252598181955545
ENDOV	0.000118722545411374	0.000119	1	0	0	0	1	1.52913150917951e-06	1	1.5	0	2	0	1	1	1	1	0	1	1.54308063481524	0	1
ENG	3.90834619494242	0.000831	31.857143	2965.700436	0.000273	0.428571	2129.355952	3.29252532421201e-05	2129.35595238095	587.32421875	3.58218930827627	230	0.0775740148258852	1826	2039.04158566221	101599	6	0.00159697450819783	8	58326768242311320	0.693877551020408	0.259899420527379
ENO1	3.76765997862994	0.000831	32.285714	19697.208707	0.000318	0	2211.640476	3.12355097842625e-05	2211.39047619048	644.9375	2.83783783783784	232	2	2381	2115.18036867812	111541	5	0.00185661605801512	7	78936659091989776	0.816326530612245	0.269912178224135
ENO2	3.89314970912976	0.001544	11.461538	37320.487561	0.000259	0	2139.619048	3.6671201414352e-05	2139.61904761905	594.078125	0	162	8	1934	2047.00076238107	64866	5	0.00151729799979309	7	52648978848204592	0.887573964497041	0.26115208685694
ENO3	0.000118722545411374	0.000119	1	0	0	0	1	1.52913150917951e-06	1	1.5	1	2	0	1	1	1	1	0	1	1.54308063481524	0	1
ENOX1	4.80648225097946	0.000119	6	0	3.9e-05	0	1704.725397	8.62547822151745e-06	1704.7253968254	310.8984375	0	7	0	204	1658.02763986662	3000	1	0.000227926567380511	9	1188355634109574	0	0.208070962629746
ENOX2	4.65178677430844	0.000119	24	0	6e-06	0	1762.859524	9.90889316875281e-06	1762.85952380952	344.8828125	0	25	0	220	1713.16545862896	5455	1	3.7267553149734e-05	8	31817703765339.5	0	0.215166547517344
ENPEP	4.93399026475128	0.000119	9	0	2e-06	0	1659.181746	9.1184938683732e-06	1659.18174603175	284.869140625	0	10	0	161	1615.17960008662	2132	1	1.20765025504416e-05	9	3352496697072.31	0	0.202512113515427
ENSA	4.1868692864775	0.000475	19.5	9011.781868	0.000194	0	1978.094048	2.20231892539593e-05	1978.09404761905	484.15234375	0	82	0	1019	1903.39842908184	36012	3	0.00113441325451455	8	29447766959281668	0.75	0.241437086246671
ENTPD2	5.34251454351181	0.000119	7	0	1e-06	0	1527.503175	9.03480077038564e-06	1527.50317460317	214.548828125	0	8	0	61	1491.6722	1131	1	6.30396138776403e-06	10	908858035126.01	0	0.186440031075714
ENTPD6	4.11456725632198	0.000119	97	0	7.2e-05	0	2012.183333	1.03298407415213e-05	2012.18333333333	506.9296875	0	98	0	1158	1936.84534148945	32466	1	0.000421764125387092	8	4090665359342728	0	0.245597868098771
ENTR1	3.91226403894099	0.000475	25.75	928.35303	0.000147	0	2119.257143	2.50616095919943e-05	2119.25714285714	580.0390625	0	107	0	1841	2036.99963584499	52409	4	0.000855441677809349	8	16751936858409758	0	0.258666806158551
ENY2	4.16644900866675	0.000712	24	300.668624	0.000146	0.333333	1995.280952	3.13601308679155e-05	1995.23095238095	496.6875	0	150	0	1155	1912.72721832792	67612	5	0.000839573164036471	8	16814844317322294	0.444444444444444	0.243528738237626
EP300	2.90276623530809	0.022679	27.874346	1009688.579805	0.015722	0.025406	3008.766667	5.47320130528337e-05	3008.76666666667	1211.375	0	5515	0.127958472982727	6273	2745.40895705521	3590012	13	0.0914690379028023	6	1.92526699307419e+20	0.694388859954497	0.367236258594719
EP400	3.87807194586252	0.001781	20.8	5496.907632	0.000244	0.304762	2153.359524	4.1573718026968e-05	2153.22619047619	603.96875	2.94285714285714	327	0.109700520920429	2025	2054.95940609215	137728	8	0.00142211456029667	8	46378155448594592	0.231111111111111	0.262812912300262
EPAS1	3.42562032529977	0.001781	65.2	27165.585444	0.007847	0.085714	2468.519048	4.24348106358747e-05	2468.51904761905	832.2421875	2.5	993	0.150525010640445	4117	2326.37585776669	629756	8	0.0459290604628888	7	48243823851392720896	0.8	0.301296112244459
EPB41L1	4.13225691558827	0.000356	25.333333	712.184972	0.000106	0	2000.842857	2.08899398559373e-05	2000.84285714286	498.6328125	0	79	0	1097	1928.55395621445	36764	3	0.000616587824938061	7	8804927085389384	0.444444444444444	0.24421370159194
EPB41L2	3.73619850409593	0.001187	34	19307.227455	0.000366	0.044444	2239.035714	3.58377555804629e-05	2239.03571428571	665.03125	2.2	350	0	2537	2132.99170638704	162689	5	0.00211866807697439	7	104834757875470496	0.72	0.273286429181688
EPB41L3	3.43927341802208	0.001662	55.071429	36951.743766	0.001693	0.076923	2447.909524	4.15837241315304e-05	2447.90952380952	816.390625	2.625	785	0	4018	2317.14070212986	431240	8	0.00986783460782966	7	2232918993614490112	0.73469387755102	0.298780608300908
EPB42	5.24765522972813	0.000119	11	0	2e-06	0	1558.823413	9.57019733722902e-06	1558.82341269841	231.57421875	0	12	0	112	1518.63643356485	2069	1	1.24514612804618e-05	9	3545604781018.46	0	0.190262835676625
EPC1	3.99762554909177	0.001069	25.555556	1471.837533	0.000189	0.472222	2081.115476	3.64983161276939e-05	2080.98214285714	553.80078125	0	239	0.0620682809648148	1549	1993.50347469708	94544	7	0.0011057754403209	8	27994352690760960	0.37037037037037	0.253995135219946
EPC2	4.16407455775852	0.000237	38	0	7.4e-05	1	1985.459524	1.72339406239776e-05	1985.40952380952	488.671875	0	78	0	1060	1913.81789929863	35542	2	0.000433810756345065	8	4308981560525208	0	0.242329979715543
