PPP5C	SPTA1	RNF138	MAP2	PRPH2	PCBP4	SGO2	METAP2	TJP1	CSE1L	SLC25A23	SET	EXOC5	CELF3	GJA3	TOP2A	RNMT	LMNB1	ESR2	SPTB	ANAPC4	CDH1	PLEC	RBFOX1	TOP2B	KPNA4	RBFOX2	CBLL1	LZTS2	CDC26	KPNA6	PRKCG	EXOC1	PTPN14	AFAP1	GZMA
communitycent	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	1.17648146742104	-0.463477648784388	-0.463477648784388	-0.463477648784388	3.95158681531048	-0.463477648784388	1.79755741271541	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	1.16008187625899	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	0.126907633049567	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388
diffusion_degree	-0.471920902340192	-0.473806791743684	-0.449290229498287	-0.377626432165585	-0.487008017568129	-0.483236238761145	-0.362539316937648	-0.428545446059873	-0.32859330767479	-0.24938595272812	-0.22298350107923	0.51628514508969	-0.473806791743684	-0.447404340094794	-0.439860782480826	0.861402905928751	0.133449596180785	0.169281494847136	0.242831181583329	-0.266358957359549	0.0316115683922094	0.323924425933491	-0.164520929570973	-0.424773667252889	-0.224869390482722	-0.207896385851292	-0.243728284517643	-0.449290229498287	-0.230527058693198	-0.0211933349055706	-0.304076745429392	-0.104172468659225	-0.343680422902727	-0.0513675653614448	0.0485845730236387	-0.437974893077334
dmnc	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.147062656942307	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.177510205552355	1.53421093839464	-0.214905655225139	5.03244412563421	-0.214905655225139	-0.118390980162149	0.130562936831204	0.334760082719393	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1.53421093839464	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139
geokpath	-0.825727850914836	-0.86972687919364	-0.73398519620584	-0.548627587712153	-1.03823379600608	-0.997043216340819	-0.332377044469519	-0.63100874704268	0.0598696118883332	0.347267520007332	0.217142734246613	2.07539956687271	-0.821047103225601	-0.792962617090194	-0.582328971074642	2.15965302527893	1.48749765710486	1.48843380664271	1.83668143472175	0.24522722038202	0.286417800047283	1.93310483711998	0.581304904469058	-0.610413457210049	0.407181090429534	0.525135932198244	0.548539670644416	-0.707773009146126	0.355692865847954	0.977296158978297	0.116974733696994	0.788193952333223	-0.203188408246646	1.17201526285045	1.06061346784667	-0.512117755736124
lincent	-0.291380198613457	-0.352338718143766	-0.233820247134977	0.0615389645858364	-4.13266281217124	-0.592772742316097	0.170916541092762	-0.01444235086404	0.337898984587943	0.478417381659069	0.430462445476668	1.07845121705684	-0.27024162187977	-0.221420452496203	-0.031110841237393	1.11110534744714	0.900945110489174	0.865634420352796	0.99472837699095	0.415320965880142	0.409865912574986	1.02707876959802	0.540403391937424	-0.0613988818614436	0.445413739912091	0.569412154168104	0.557001359432194	-0.0705932608875866	0.455777115723789	0.68833079707177	0.393721304760234	0.657522853228914	0.233857691826611	0.771452608806386	0.730029492458247	0.0427970103649856
semilocal	-0.393084766809245	-0.397588777379037	-0.37537108618123	-0.350373238502679	-0.406965915339512	-0.403270820355924	-0.344942509105972	-0.365777975612788	-0.301398504565059	-0.186995850737396	-0.178977376819771	0.496129435038098	-0.395802094894944	-0.38494456287622	-0.378948377924108	0.925121716405729	0.253458685951266	0.233840519598448	0.239129885106304	-0.256114938836336	0.0692144174816448	0.324513673972533	-0.122294384165061	-0.375677374607075	-0.158526734232606	-0.12862041819116	-0.214546101964652	-0.37661587375806	-0.251414589532028	0.10370720636138	-0.25876943852699	-0.0946616706693083	-0.326027235422721	-0.0212506178338527	0.0801347778954133	-0.3590828247658
coreness	-0.664177921120116	-0.664177921120116	-0.664177921120116	-0.300790433838746	-0.664177921120116	-0.664177921120116	-0.482484177479431	-0.300790433838746	-0.119096690198061	-0.300790433838746	0.0625970534426247	0.60767828436468	-0.664177921120116	-0.664177921120116	-0.482484177479431	0.971065771646051	0.0625970534426247	0.425984540723995	0.425984540723995	-0.119096690198061	0.789372028005366	0.60767828436468	-0.119096690198061	-0.300790433838746	0.24429079708331	-0.482484177479431	-0.482484177479431	-0.664177921120116	-0.119096690198061	0.0625970534426247	-0.119096690198061	0.24429079708331	0.0625970534426247	-0.300790433838746	0.24429079708331	-0.664177921120116
hub_score	-0.141743682566825	-0.141702198934287	-0.140481953744965	-0.140325464075878	-0.141895056461185	-0.14170455662293	-0.138945247023165	-0.138600690097974	-0.135223376354489	-0.0869298189467026	-0.133231200295346	-0.00787312194816323	-0.141652589145091	-0.140096995185296	-0.130162569544161	-0.062439688249552	-0.0445867634178711	-0.108497371350905	-0.103685449772372	-0.128284831725856	-0.0929672865078859	-0.081246637707441	-0.127747178096857	-0.137542439673072	-0.130629966418403	-0.0544259887380772	-0.136080050581778	-0.140723199774335	-0.128351678905527	0.143573732701301	-0.0993625548584783	-0.130665705583369	-0.138966248398813	-0.128593585872806	-0.125090007584384	-0.139447491134633
eccentricity	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	-4.78240978063309	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	-0.624173220984621	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.624173220984621	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562
subgraph_centrality	-0.089327418196633	-0.0893274169478706	-0.0893272440928494	-0.0893272046247904	-0.0893274202022177	-0.0893274170104983	-0.0893266589161123	-0.0893264707483385	-0.0893235259556081	-0.0890631166561529	-0.0893208530779573	-0.0877559894177338	-0.0893274150509001	-0.0893271373622452	-0.0893153780122183	-0.0887740857039112	-0.088499035250822	-0.0892298061518234	-0.0891934107848481	-0.0893112147705343	-0.0891179900935597	-0.0890052251860403	-0.0893099083047388	-0.0893257627993834	-0.0893163048437596	-0.0886580921557112	-0.0893244556351139	-0.0893272998322373	-0.0893113732431001	-0.0821981908593608	-0.0891691614501832	-0.0893163809771367	-0.0893266694703267	-0.0893119316358511	-0.0893027120448354	-0.0893268960198487
pc	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.365173990787788	-1.0058833769485	-1.0058833769485	0.82219311336655	0.619073503331543	0.479428771432479	-1.0058833769485	0.00971467322653026	1.05070267465593	-1.0058833769485	-1.0058833769485	1.43155194347157	1.27921223594531	0.82219311336655	1.89486609528695	-0.34777584043508	-1.0058833769485	-0.486666385616411	1.1994152462887	0.784885429890733	0.619073503331543	1.22843233343656	-1.0058833769485	0.82219311336655	-1.0058833769485	1.33405453065476	-1.0058833769485	-1.0058833769485	0.675946994141346	-0.11049897352888	-1.0058833769485	0.619073503331543	-1.0058833769485
gilschmidt	-0.387092717355596	-0.412646329925801	-0.357482285334631	-0.240848253302498	5.30506371721646	-0.512557531494534	-0.194971239010322	-0.273854687657171	-0.122568454125542	-0.0646968371680384	-0.0843288172439315	0.204245516503756	-0.37957744857709	-0.356824081638019	-0.278831431108326	0.221422222448672	0.117914129042215	0.106682129343287	0.1596352546161	-0.0910644614359823	-0.0812887558988734	0.17644921092433	-0.0323103680422421	-0.289861097044591	-0.0705806438399882	-0.0292793848945469	-0.033533655138166	-0.299016802965698	-0.0688103953523746	0.0321436985266403	-0.101702973981677	0.0124084539556436	-0.168063840256965	0.0603515490535994	0.0480244917966427	-0.250926978064014
spl_n	-0.387661570576665	-0.347691138996565	-0.433033411829746	-0.633830816423	0.370021171301455	0.263073259776329	0.686273707654792	-0.655706525598591	-0.602367605077856	-0.564827807850605	-0.377668962681643	-0.512164063538987	0.155180101558442	-4.6041369965514	0.491822959427292	-0.51270420450629	-0.300158733874292	-0.330406628043005	-0.285169822031747	-0.386041147674766	-0.354848006813268	-1.00585290764992	-0.110299183868834	-0.136496020782809	-0.465441869867663	-0.155941095605561	0.578650619920539	-0.00983296395128392	-0.151079826899873	-0.51189399305534	-0.362409980355452	-0.614385741600248	-0.166068738742406	-0.613035389182005	-0.359169134551664	-0.238987769327716
degree_centrality_n	-0.159555396209448	-0.223181851688905	-0.223181851688905	0.158042205091372	-0.349900086551353	-0.477152997510267	-0.540244776893258	-0.0959289407299908	0.856329187076001	-0.0323024852505337	0.0944157496119145	0.0307892941324573	-0.159555396209448	-0.540244776893258	-0.540244776893258	-0.0323024852505337	-0.286273631071896	0.158042205091372	-0.286273631071896	-0.0323024852505337	0.28476043995382	2.95119013302989	-0.349900086551353	-0.286273631071896	-0.0323024852505337	-0.477152997510267	-0.477152997510267	-0.477152997510267	-0.349900086551353	-0.0323024852505337	-0.223181851688905	0.98304742193845	0.0307892941324573	-0.286273631071896	-0.223181851688905	-0.349900086551353
average_neighbor_degree_n	-0.0899098862779043	0.752422684324642	0.970805203977047	0.728157947786458	-0.812652039850921	-0.339489913937379	-0.776254953242187	1.74424329441264	-0.492990659427274	0.627054957737708	0.136981034722677	0.10819425135005	-0.630666606807251	-1.14022581932953	-0.266695740719911	0.724113831096275	0.0899957080456829	-0.48811133879068	0.140951629297911	0.319701761710017	-0.0509130285668816	-0.155554652566992	0.0335802238021452	-0.0410338037457596	0.210510501883815	1.51676150310806	-0.612468063502884	0.625032881194073	0.397551089889486	1.9009529890434	0.21253257842745	-0.421019387940943	-0.561512142250656	2.36117391243069	0.849481594080295	0.0244809521499617
betweenness_n	-0.181105624710631	-0.162996416812208	-0.201786919570695	0.287375297257365	-0.0722455564173216	-0.259264592921767	-0.259264592921767	-0.190385918875501	1.04516719973612	-0.135623851848174	-0.220376784584621	-0.0690228565363364	-0.252068201495129	-0.259264592921767	-0.259264592921767	-0.182691443430363	-0.244526907003675	0.00633975231647695	-0.223730698875772	-0.133887951082962	-0.229103304250477	3.9862274829149	-0.225538283020303	-0.141479553116025	-0.209895387617833	-0.256742205568745	-0.247475624876479	-0.259264592921767	-0.177412493714275	-0.231599958221351	-0.225877470907688	0.392045465755806	-0.18924474656469	-0.16204318943362	-0.207026324665785	-0.24522755053965
eigenvector_n	-0.16223032711629	-0.155239625337264	-0.111338018164983	-0.0698598542760975	-0.176491358745502	-0.15943404640468	-0.176770986816663	-0.0647333396381454	-0.120565744513297	-0.0483284927966985	-0.0965177303934487	-0.0988479643197906	-0.174161124819161	-0.1777030803872	-0.176584568102556	-0.131191611217416	-0.150019901342259	-0.160645768046378	-0.152536553982708	-0.155053206623157	-0.0616574308553741	0.0855201439323797	-0.169407447609423	-0.16679758561192	-0.13864835978171	-0.1612050241887	-0.176864196173717	-0.162789583258612	-0.158315534120036	0.428064531104638	-0.110778762022661	-0.11506639244713	-0.16959386632353	-0.125505840437142	-0.159247627690572	-0.1523501352686
cluster_coefficient_n	-0.590894368992731	0.818445195841505	0.254710215512395	-0.270587808428034	-0.590894368992731	3.6371285535329	-0.590894368992731	0.315111750983596	-0.557471847790166	-0.238560534789902	1.10031480001752	-0.402984118224002	1.82512054160317	-0.590894368992731	-0.590894368992731	-0.00366849330606842	-0.168092076740168	-0.462772590371436	-0.590894368992731	0.583557382380594	1.0817284112501	-0.379493222866449	0.113777527435848	-0.168092076740168	0.34866534089676	-0.590894368992731	-0.590894368992731	3.6371285535329	-0.590894368992731	1.40567107152817	-0.309024764816714	-0.47814568171774	1.38218440419354	-0.168092076740168	-0.309024764816714	0.113777527435848
harmonic_centrality_n	0.628423754650279	0.600320075660374	0.705916353382919	1.00022059296977	-0.212348602754134	-0.111682117170202	-0.491780747304987	1.02533276033402	0.93705141487767	0.879688805536054	0.625137227329873	0.812017192454715	-0.0140457441538505	-4.57653895858481	-0.329847519252123	0.82360827227457	0.512319958690081	0.56084864276577	0.503086246060155	0.650952468225298	0.59899388190202	1.63842477222452	0.284438340310089	0.322197579291035	0.741307196333385	0.351500622688947	-0.39578488305471	0.163630838810589	0.34338079979474	0.823054083458844	0.597141073745332	0.972307155689371	0.344271361299293	0.953602614989653	0.608914127118296	0.434179428313026
markovcent_n	0.58222363474317	0.456123135801368	0.482624357799836	0.908523257524691	-0.383202493329977	-0.579739660827031	-1.07570958798469	0.746014365425249	1.37005398562319	0.861130075912942	1.01041954917171	0.878059389357741	0.502877794270181	-1.64405117796102	-1.04483204223866	0.873600567921575	0.299059138671418	0.932034024634439	0.214032442237347	0.831037533855354	1.18930202728445	1.84801040796082	0.0783473379822902	0.297034329235982	0.860735302418223	-0.553160664739487	-0.786022647707617	-0.536613837780812	0.0578628013127358	0.853089928461761	0.492845924098418	1.51613288296687	0.841230954679452	0.328207182122412	0.473932613745882	0.0791270931714751
closeness_latora_n	0.628452476441932	0.60034865534956	0.705945461394604	1.00025116835457	-0.212324077227518	-0.111657088911615	-0.491757615937472	1.02536346135067	0.937081675070202	0.879718779178213	0.625165931289186	0.812046829321307	-0.0140202290545262	-4.57653620852208	-0.329823580776308	0.823637966756049	0.512348100281813	0.560877027491364	0.50311434213031	0.650981302317122	0.599022457179693	1.63845853379118	0.284465345733946	0.322224771796943	0.741336479499357	0.351412160209005	-0.395761271488004	0.163657239682378	0.343408099321008	0.823083775836846	0.597169639778135	0.972337591906098	0.34429866482802	0.953632959090372	0.608942750350526	0.434207180672373
closeness_residual_n	0.775643540579874	0.736613911444729	0.897786486312508	1.34707881973431	-0.452319680363384	-0.310902131960857	-0.824090830165704	1.38770345587006	1.23909876748893	1.15963667173618	0.76880230573393	1.05736405417969	-0.184262419503642	-2.52256189933392	-0.613050265339431	1.07638883647599	0.599039753405092	0.667894091756261	0.588566514666218	0.810714477641242	0.726525011742144	2.32145514453411	0.257227831481497	0.314551998743997	0.948903578138941	0.365207883726883	-0.69650948706958	0.0793941593905912	0.348162447467468	1.07556250754797	0.727601161043753	1.29646136865506	0.339803073428182	1.27858960346762	0.74858607242513	0.482296771132318
communitycent_n	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	1.15780755299778	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.351984631005835	0.74866624920324	-0.51642647910199	-0.51642647910199	1.61137831567665	0.0625142609698936	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	0.787780682598406	0.0625142609698936	0.834435247732403	-0.51642647910199	0.0625142609698936	-0.51642647910199
diffusion_degree_n	-0.19451621548727	-0.0354780136211063	0.0175347203342817	0.429855984431744	-0.447799277718568	-0.441908973945748	-0.494921707901136	0.444581743863796	0.157429434938778	0.157429434938778	0.0882183656081323	0.0219524481638973	-0.347664113580613	-0.509647467333188	-0.474305644696263	0.192771257575703	-0.249001525385864	-0.16064696879355	-0.238693493783427	0.0455136632551809	0.145648827393136	1.8847610163185	-0.310849715000483	-0.275507892363558	0.00575411278863988	-0.291706227738815	-0.463997613093826	-0.363862448955871	-0.251946677272274	0.621290857048423	-0.166537272566371	0.288488693884043	-0.249001525385864	0.210442168894166	-0.0119167985298228	-0.312322290943688
dmnc_n	0.841230468507795	-0.0756412724187647	-0.123265764231294	-0.0904569425773752	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0748721623327209	0.331378484854563	-0.0462680124500414	-0.0510937908940582	-0.0462680124500414	-0.0858558417022882	-0.123265764231294	-0.123265764231294	-0.0904569425773752	-0.123265764231294	-0.123265764231294	0.35898235213825	-0.0783672968589281	-0.0527286047931151	-0.0278697159119194	-0.123265764231294	-0.123265764231294	-0.0904569425773752	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0740906315299005	-0.123265764231294	-0.0576481209234559	-0.063401141068139	-0.123265764231294	-0.123265764231294	-0.123265764231294
geokpath_n	0.885151537239634	0.710528876600921	1.0122826792946	1.58802601227914	-0.703257099699955	-0.580509790129647	-0.963364493789419	1.66035924827593	1.50034936258606	1.3783326917632	0.826700437444249	1.26362240841475	-0.549092323989627	-1.15625312311419	-0.847923571693533	1.22197599981054	0.603855619474343	0.623582865655286	0.598741148242247	0.796013610051672	0.728064206539537	2.83668763165805	0.0580684751349353	0.125287239899628	1.12845424013792	0.290411596821591	-0.880802315328437	-0.164045704087528	0.17643195222059	1.21978408356821	0.76386550516421	1.57487451482518	0.170586842241052	1.56172301737122	0.749983368962806	0.459189147480765
lincent_n	0.633407634319726	0.583073283537318	0.691712915505131	0.965746818772382	-0.183066704375029	-0.0832280364113334	-0.454680716138617	0.997284810161954	0.920991199428517	0.86850397579548	0.620734795618735	0.796493937678198	0.0220395809045167	-4.72436708341654	-0.291667942305171	0.797223093396318	0.524433114856759	0.561598669301805	0.506209147204723	0.631348500600016	0.592016259077069	1.55427629615221	0.302578577563819	0.332068730670693	0.73414220262458	0.354182926150948	-0.365969148503013	0.192600245556238	0.348636271777863	0.796129431998485	0.601498228504472	0.938003377062663	0.365777481981683	0.936086787420932	0.597430390843962	0.450846451538811
semilocal_n	-0.138767442451398	-0.115150177606918	0.0174675248962414	0.44832114854932	-0.389274000407353	-0.37123000118966	-0.412875003117866	0.521730744439613	0.133400277948973	0.167204608142955	0.147399652132805	0.00377480809579255	-0.359328442287607	-0.43002923129135	-0.404249102629222	0.158511335956447	-0.154767059113205	-0.179761959020913	-0.165771877485062	-0.0378399927264742	0.176915425283416	1.92959246838885	-0.302552686283845	-0.312551575511727	0.0623440451599453	-0.23754364416865	-0.411462520624708	-0.288801890433513	-0.274105567651084	0.794683693594403	-0.104744735029855	0.236799572036923	-0.285537847830081	0.193955818519129	-0.014682713957069	-0.239599642534513
coreness_n	0.119417187291197	0.119417187291197	0.119417187291197	0.286975236358955	-0.550815008979835	-0.550815008979835	-0.718373058047594	0.286975236358955	0.454533285426713	0.454533285426713	0.789649383562229	0.119417187291197	0.119417187291197	-0.718373058047594	-0.718373058047594	0.622091334494471	-0.0481408617765611	0.119417187291197	-0.215698910844319	0.286975236358955	0.789649383562229	1.2923235307655	-0.215698910844319	-0.0481408617765611	0.622091334494471	-0.550815008979835	-0.550815008979835	-0.550815008979835	-0.215698910844319	0.622091334494471	0.119417187291197	0.789649383562229	0.454533285426713	-0.0481408617765611	-0.0481408617765611	-0.215698910844319
hub_score_n	-0.161711389956061	-0.154709189029	-0.110975748360659	-0.0693951555345399	-0.175926212450933	-0.159194334301588	-0.176171107250438	-0.0642347397085008	-0.120012975663722	-0.0477897904836177	-0.0959612841562702	-0.0984153279148969	-0.173611587905134	-0.177124716349312	-0.175989519791013	-0.130975176045269	-0.149561518529884	-0.160087215777782	-0.152032201157635	-0.154524959736988	-0.0610813723628774	0.084865352707036	-0.168888564405107	-0.166284833826949	-0.138298599865592	-0.160771072699771	-0.176292655093023	-0.162271281721509	-0.157751753698452	0.428990769753376	-0.11026536538497	-0.114669673217143	-0.169083898329891	-0.125308566488986	-0.158699793057068	-0.151858802486371
eccentricity_n	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	-0.576962892462901	0.186549824460118	-0.576962892462901	0.186549824460118	-5.15803919400101	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118
subgraph_centrality_n	-0.0942060746185837	-0.0941820573184362	-0.0938292659508962	-0.093172073090352	-0.0942276490323567	-0.0941965567897681	-0.0942276967493312	-0.0930684896240153	-0.0939310823692435	-0.0927062847269534	-0.0936285891773041	-0.0936636731286973	-0.0942266531496437	-0.0942277797594032	-0.0942276623011958	-0.0940315047265451	-0.094158539008854	-0.0942013437573779	-0.0941703424741053	-0.0941813182995799	-0.0930029357343936	-0.0879562091757738	-0.0942215393806823	-0.0942170742611746	-0.0940896469672428	-0.0942030693443481	-0.0942277165132746	-0.0942077032149444	-0.0941936419920166	-0.0608088655268493	-0.093821078702817	-0.093872387651943	-0.0942218763229356	-0.0939802410408164	-0.0941968717942467	-0.0941696489046042
