gene	w	p_value
V4	ABCF3	71	0.0737757682800293
V33	ADCY4	182	0.0737757682800293
V118	ARPC5L	71	0.0737757682800293
V298	CD163	71	0.0737757682800293
V387	CHAT	182	0.0737757682800293
V666	EIF2B2	71	0.0737757682800293
V682	ELMO1	71	0.0737757682800293
V1039	HSF4	71	0.0737757682800293
V1214	KLHL20	182	0.0737757682800293
V1325	MAP4K3	71	0.0737757682800293
V1331	MAPK12	182	0.0737757682800293
V1351	MBD3L1	182	0.0737757682800293
V1467	MYL10	71	0.0737757682800293
V1512	NDUFC2	182	0.0737757682800293
V1593	NRXN2	71	0.0737757682800293
V1678	PER1	71	0.0737757682800293
V1691	PHAX	71	0.0737757682800293
V2021	SAP18	182	0.0737757682800293
V2044	SDCBP	71	0.0737757682800293
V2048	SEC16A	71	0.0737757682800293
V2081	SERPINA5	71	0.0737757682800293
V2227	SPTBN4	182	0.0737757682800293
V2229	SPTLC1	71	0.0737757682800293
V2292	SVEP1	71	0.0737757682800293
V2641	ZHX2	71	0.0737757682800293
V77	AP3B1	72	0.0794272422790527
V81	APBA1	72	0.0794272422790527
V258	CARD16	181	0.0794272422790527
V342	CDH11	72	0.0794272422790527
V778	FGF1	72	0.0794272422790527
V1020	HNF4G	72	0.0794272422790527
V1150	JDP2	72	0.0794272422790527
V1423	MRAS	72	0.0794272422790527
V1456	MVP	72	0.0794272422790527
V1576	NR1D2	72	0.0794272422790527
V1747	PNMA1	181	0.0794272422790527
V1824	PSMB9	181	0.0794272422790527
V1977	RPH3AL	72	0.0794272422790527
V2000	RSRC1	72	0.0794272422790527
V2011	S100A1	72	0.0794272422790527
V2058	SEC61B	72	0.0794272422790527
V2280	STX12	181	0.0794272422790527
V2342	TEF	72	0.0794272422790527
V2394	TM4SF1	181	0.0794272422790527
V2453	TRAPPC2	72	0.0794272422790527
V2550	UQCRFS1	72	0.0794272422790527
V31	ADAM9	180	0.0854091644287109
V43	ADRA2C	73	0.0854091644287109
V188	BICRAL	73	0.0854091644287109
V246	CAP1	180	0.0854091644287109
V451	COL8A1	180	0.0854091644287109
V465	COX6B1	180	0.0854091644287109
V564	DICER1	180	0.0854091644287109
V595	DOCK2	180	0.0854091644287109
V753	FARP2	180	0.0854091644287109
V1012	HLF	73	0.0854091644287109
V1151	JMY	73	0.0854091644287109
V1282	LRFN4	180	0.0854091644287109
V1287	LRRC1	73	0.0854091644287109
V1412	MNDA	73	0.0854091644287109
V1537	NINL	180	0.0854091644287109
V1841	PTPN7	73	0.0854091644287109
V1949	RIMS1	180	0.0854091644287109
V2052	SEC23A	73	0.0854091644287109
V2408	TNFAIP3	73	0.0854091644287109
V68	ANKRD24	74	0.0917325019836426
V236	CACNB1	179	0.0917325019836426
V247	CAPN1	74	0.0917325019836426
V363	CEBPG	179	0.0917325019836426
V831	GAS1	74	0.0917325019836426
V887	GNMT	74	0.0917325019836426
V1076	IGF1	74	0.0917325019836426
V1335	MAPK8IP1	179	0.0917325019836426
V1591	NRP2	179	0.0917325019836426
V1592	NRXN1	179	0.0917325019836426
V1596	NTHL1	74	0.0917325019836426
V1665	PDGFA	74	0.0917325019836426
V1716	PIP5K1B	74	0.0917325019836426
V2262	STIM1	74	0.0917325019836426
V2427	TNPO2	74	0.0917325019836426
V2507	TWSG1	74	0.0917325019836426
V11	ACACB	75	0.0984106063842773
V36	ADD1	178	0.0984106063842773
V542	DCTN3	75	0.0984106063842773
V647	EEA1	75	0.0984106063842773
V656	EGR1	75	0.0984106063842773
V743	F11	178	0.0984106063842773
V837	GC	75	0.0984106063842773
V860	GJB2	75	0.0984106063842773
V881	GNG4	178	0.0984106063842773
V938	GTF3C3	75	0.0984106063842773
V988	HIST1H2BB	75	0.0984106063842773
V1059	HYOU1	75	0.0984106063842773
V1066	IFIT3	178	0.0984106063842773
V1310	MAGEB2	178	0.0984106063842773
V1446	MTDH	178	0.0984106063842773
V2162	SLC4A7	75	0.0984106063842773
V2554	USHBP1	178	0.0984106063842773
V2626	XRN2	178	0.0984106063842773
V2633	ZBTB43	75	0.0984106063842773
V106	ARID2	76	0.105453491210937
V269	CBX4	76	0.105453491210937
V325	CD9	76	0.105453491210937
V410	CLASRP	76	0.105453491210937
V618	DSCAML1	76	0.105453491210937
V1164	KCNIP2	76	0.105453491210937
V1180	KHDRBS2	177	0.105453491210937
V1188	KIDINS220	76	0.105453491210937
V1297	LTBP4	177	0.105453491210937
V1406	MLXIP	177	0.105453491210937
V1486	NADSYN1	76	0.105453491210937
V1545	NLGN3	177	0.105453491210937
V1563	NPAT	177	0.105453491210937
V1847	PTPRS	177	0.105453491210937
V1872	RAB5IF	76	0.105453491210937
V1932	RFX3	76	0.105453491210937
V1995	RRM2	177	0.105453491210937
V2230	SPTLC2	76	0.105453491210937
V2250	SSR3	76	0.105453491210937
V2341	TEAD4	76	0.105453491210937
V2420	TNKS2	76	0.105453491210937
V2594	VTI1A	177	0.105453491210937
V223	C1QB	176	0.112871646881104
V231	CAB39	77	0.112871646881104
V514	CXCL2	176	0.112871646881104
V671	EIF4EBP1	77	0.112871646881104
V695	ENG	77	0.112871646881104
V872	GMNN	77	0.112871646881104
V888	GNPAT	77	0.112871646881104
V903	GPRASP2	77	0.112871646881104
V1074	IFT88	77	0.112871646881104
V1084	IHH	77	0.112871646881104
V1381	MEIS1	77	0.112871646881104
V1485	NAA30	77	0.112871646881104
V1490	NANOG	77	0.112871646881104
V1729	PLAA	77	0.112871646881104
V1788	PPP2R5A	176	0.112871646881104
V2176	SMYD2	176	0.112871646881104
V2313	TAF11	77	0.112871646881104
V2611	WNT3A	77	0.112871646881104
V2623	XPO6	176	0.112871646881104
V48	AGER	175	0.120677471160889
V375	CEP135	78	0.120677471160889
V817	GABRB1	78	0.120677471160889
V1090	IL10RB	78	0.120677471160889
V1171	KCNQ2	175	0.120677471160889
V1304	MAATS1	78	0.120677471160889
V1723	PKN2	78	0.120677471160889
V1741	PLXNA3	175	0.120677471160889
V1858	RAB11FIP3	175	0.120677471160889
V2277	STT3A	175	0.120677471160889
V2486	TSPAN7	78	0.120677471160889
V2511	TXNDC5	175	0.120677471160889
V2537	UCN3	78	0.120677471160889
V195	BMP1	79	0.128880023956299
V203	BOC	79	0.128880023956299
V504	CTU1	79	0.128880023956299
V505	CTU2	79	0.128880023956299
V677	ELANE	79	0.128880023956299
V689	EMC4	174	0.128880023956299
V800	FRYL	79	0.128880023956299
V1057	HTRA1	79	0.128880023956299
V1083	IGSF8	79	0.128880023956299
V1099	IL2	174	0.128880023956299
V1454	MUSK	79	0.128880023956299
V1809	PRKN	174	0.128880023956299
V1991	RRAGA	79	0.128880023956299
V1997	RRP36	79	0.128880023956299
V2246	SSBP1	174	0.128880023956299
V2430	TNS2	79	0.128880023956299
V2475	TRPC1	79	0.128880023956299
V84	APBB2	173	0.137489318847656
V198	BMP8B	80	0.137489318847656
V495	CSRP1	173	0.137489318847656
V1231	KRT19	80	0.137489318847656
V1564	NPEPPS	80	0.137489318847656
V1696	PHF20	80	0.137489318847656
V1925	RERE	173	0.137489318847656
V2166	SLC8A1	173	0.137489318847656
V2244	SS18L1	80	0.137489318847656
V2406	TMX1	80	0.137489318847656
V2501	TUBB6	173	0.137489318847656
V2600	WDR19	80	0.137489318847656
V98	ARHGAP21	81	0.146516799926758
V450	COL7A1	81	0.146516799926758
V553	DEDD	81	0.146516799926758
V738	EXOSC9	172	0.146516799926758
V742	F10	172	0.146516799926758
V851	GET4	81	0.146516799926758
V1095	IL18	172	0.146516799926758
V1544	NLGN1	81	0.146516799926758
V1619	OMA1	81	0.146516799926758
V1706	PIGT	81	0.146516799926758
V1757	POLM	81	0.146516799926758
V1763	POLR3A	172	0.146516799926758
V1820	PRUNE2	81	0.146516799926758
V1924	RER1	172	0.146516799926758
V1992	RRAGB	81	0.146516799926758
V2178	SNAP29	81	0.146516799926758
V2214	SPG7	81	0.146516799926758
V2226	SPTBN2	172	0.146516799926758
V2282	STX3	81	0.146516799926758
V2345	TERF2	172	0.146516799926758
V2372	TIMM10B	81	0.146516799926758
V2386	TLE3	172	0.146516799926758
V85	APEH	82	0.155970573425293
V166	BATF	82	0.155970573425293
V634	DYNLT1	82	0.155970573425293
V959	HDAC8	171	0.155970573425293
V1036	HSD17B4	171	0.155970573425293
V1088	IL10	82	0.155970573425293
V1309	MAFA	82	0.155970573425293
V1463	MYCN	171	0.155970573425293
V1558	NOS1	171	0.155970573425293
V1607	NUFIP2	82	0.155970573425293
V1642	PAK1IP1	82	0.155970573425293
V1659	PCGF6	171	0.155970573425293
V2034	SCARF2	82	0.155970573425293
V2256	SSX2IP	82	0.155970573425293
V2379	TIMP1	82	0.155970573425293
V2392	TLR6	171	0.155970573425293
V95	ARFGEF2	170	0.165858745574951
V241	CAMK1	83	0.165858745574951
V1068	IFNGR1	83	0.165858745574951
V1173	KCNV1	83	0.165858745574951
V1520	NEURL2	83	0.165858745574951
V1819	PRRC2B	170	0.165858745574951
V1826	PSPH	170	0.165858745574951
V2039	SCYL2	83	0.165858745574951
V345	CDH24	84	0.176191806793213
V346	CDH7	84	0.176191806793213
V639	EAF1	84	0.176191806793213
V812	G3BP1	84	0.176191806793213
V897	GPHN	169	0.176191806793213
V1078	IGFALS	84	0.176191806793213
V1221	KMT2D	84	0.176191806793213
V1534	NHEJ1	169	0.176191806793213
V1876	RAB9B	84	0.176191806793213
V1981	RPL41	169	0.176191806793213
V2388	TLK2	84	0.176191806793213
V2596	WAPL	169	0.176191806793213
V377	CEP63	85	0.186976432800293
V449	COL6A3	85	0.186976432800293
V536	DCAF12	85	0.186976432800293
V690	EMD	85	0.186976432800293
V774	FECH	85	0.186976432800293
V1086	IKZF3	85	0.186976432800293
V2182	SND1	168	0.186976432800293
V2484	TSNAX	85	0.186976432800293
V65	AMHR2	86	0.198218822479248
V248	CAPN12	86	0.198218822479248
V275	CCDC14	86	0.198218822479248
V448	COL6A2	86	0.198218822479248
V541	DCP2	86	0.198218822479248
V828	GAPVD1	86	0.198218822479248
V1014	HMG20B	86	0.198218822479248
V1477	MYOCD	86	0.198218822479248
V1875	RAB9A	86	0.198218822479248
V1951	RIN3	167	0.198218822479248
V2395	TM9SF2	167	0.198218822479248
V2438	TOR1A	167	0.198218822479248
V18	ACTA1	87	0.209927558898926
V62	ALX1	87	0.209927558898926
V670	EIF4E3	87	0.209927558898926
V755	FBLIM1	166	0.209927558898926
V1237	KSR2	166	0.209927558898926
V1496	NCALD	87	0.209927558898926
V1768	POMK	87	0.209927558898926
V2007	RTN4R	166	0.209927558898926
V2179	SNAPC1	87	0.209927558898926
V2399	TMED9	166	0.209927558898926
V113	ARL8B	88	0.222107410430908
V128	ASCC2	88	0.222107410430908
V479	CRTC1	88	0.222107410430908
V487	CS	88	0.222107410430908
V607	DPPA2	88	0.222107410430908
V816	GABRA3	88	0.222107410430908
V1157	KCNAB1	88	0.222107410430908
V2211	SPATA2	165	0.222107410430908
V2289	SUPT3H	165	0.222107410430908
V2442	TP53RK	88	0.222107410430908
V24	ACVR1	164	0.234762191772461
V86	APEX2	164	0.234762191772461
V87	APH1A	89	0.234762191772461
V116	ARNTL	89	0.234762191772461
V251	CAPN7	164	0.234762191772461
V257	CARD11	89	0.234762191772461
V361	CEACAM8	89	0.234762191772461
V411	CLDN11	89	0.234762191772461
V609	DPT	164	0.234762191772461
V1016	HMGB2	164	0.234762191772461
V1070	IFT140	89	0.234762191772461
V1445	MTCH2	164	0.234762191772461
V1561	NOTCH2NLA	89	0.234762191772461
V1853	PYGO1	89	0.234762191772461
V2054	SEC23IP	164	0.234762191772461
V2090	SETD1A	89	0.234762191772461
V2351	TFAP2C	89	0.234762191772461
V2476	TRPC3	89	0.234762191772461
V2587	VPS29	164	0.234762191772461
V120	ASAH1	163	0.247899055480957
V177	BDNF	90	0.247899055480957
V234	CACNA1B	90	0.247899055480957
V442	COL4A3	163	0.247899055480957
V583	DNAJB6	90	0.247899055480957
V1581	NR1I3	163	0.247899055480957
V1784	PPP2R2A	90	0.247899055480957
V1829	PTCH2	90	0.247899055480957
V1986	RPRD1A	163	0.247899055480957
V2177	SNAP23	163	0.247899055480957
V2184	SNRNP35	90	0.247899055480957
V801	FSTL3	91	0.261519908905029
V815	GABRA1	91	0.261519908905029
V824	GALR2	162	0.261519908905029
V921	GRIP1	91	0.261519908905029
V1535	NID2	162	0.261519908905029
V1560	NOTCH2	91	0.261519908905029
V1864	RAB18	162	0.261519908905029
V1895	RARG	91	0.261519908905029
V545	DDT	161	0.27562665939331
V580	DNAH8	92	0.27562665939331
V1101	IL27RA	161	0.27562665939331
V1209	KLF5	161	0.27562665939331
V2047	SDHAF2	92	0.27562665939331
V2360	TGIF2	92	0.27562665939331
V2375	TIMM21	161	0.27562665939331
V2465	TRIM37	92	0.27562665939331
V27	ADAM10	160	0.290223121643066
V523	CYP11A1	93	0.290223121643066
V694	ENC1	93	0.290223121643066
V710	ERAS	93	0.290223121643066
V780	FGFR1	160	0.290223121643066
V939	GTF3C5	93	0.290223121643066
V1688	PGD	160	0.290223121643066
V1766	POLR3H	93	0.290223121643066
V1817	PRPSAP1	160	0.290223121643066
V2124	SIAH2	160	0.290223121643066
V2135	SIRT2	93	0.290223121643066
V2349	TFAM	93	0.290223121643066
V88	APH1B	159	0.305308818817139
V90	APOOL	159	0.305308818817139
V469	CPVL	94	0.305308818817139
V1190	KIF13A	159	0.305308818817139
V1245	LAMTOR2	94	0.305308818817139
V1397	MITF	94	0.305308818817139
V1415	MOB2	94	0.305308818817139
V1584	NR3C2	94	0.305308818817139
V2109	SH3BP4	94	0.305308818817139
V2471	TRIM63	94	0.305308818817139
V2584	VPS18	94	0.305308818817139
V2635	ZC3H10	94	0.305308818817139
V353	CDKL1	95	0.320883274078369
V405	CIAO3	95	0.320883274078369
V597	DOCK4	95	0.320883274078369
V739	EXT2	158	0.320883274078369
V913	GRID2	95	0.320883274078369
V1045	HSPA4L	95	0.320883274078369
V1105	IL4	95	0.320883274078369
V1166	KCNJ15	95	0.320883274078369
V1736	PLEK	95	0.320883274078369
V2152	SLC25A1	158	0.320883274078369
V2243	SS18	95	0.320883274078369
V2651	ZNF408	95	0.320883274078369
V593	DNTTIP2	96	0.336947441101074
V788	FLOT2	157	0.336947441101074
V890	GOLGA5	96	0.336947441101074
V894	GP1BA	157	0.336947441101074
V1433	MRRF	96	0.336947441101074
V1575	NR0B2	96	0.336947441101074
V1625	ORC4	157	0.336947441101074
V1708	PIK3R4	157	0.336947441101074
V1865	RAB21	96	0.336947441101074
V1982	RPP14	157	0.336947441101074
V2151	SLC23A1	96	0.336947441101074
V2464	TRIM27	96	0.336947441101074
V2538	UCP2	96	0.336947441101074
V268	CBX3	156	0.353497982025146
V399	CHRAC1	156	0.353497982025146
V425	CMPK1	97	0.353497982025146
V507	CUL3	156	0.353497982025146
V2132	SIN3A	156	0.353497982025146
V2261	STEAP3	97	0.353497982025146
V2385	TLE2	97	0.353497982025146
V2564	UTP15	97	0.353497982025146
V19	ACTC1	155	0.37053108215332
V26	ACVR2A	155	0.37053108215332
V111	ARL6	155	0.37053108215332
V472	CRCT1	155	0.37053108215332
V476	CRHR2	98	0.37053108215332
V538	DCAF5	98	0.37053108215332
V758	FBN1	155	0.37053108215332
V1481	MYT1	98	0.37053108215332
V1552	NOD2	155	0.37053108215332
V1795	PPP6C	98	0.37053108215332
V1851	PUM2	98	0.37053108215332
V2608	WNT1	155	0.37053108215332
V692	EMG1	154	0.388044834136963
V807	FYTTD1	99	0.388044834136963
V1801	PREB	99	0.388044834136963
V1939	RHOB	154	0.388044834136963
V2204	SOX1	99	0.388044834136963
V2328	TBC1D17	99	0.388044834136963
V2374	TIMM17A	99	0.388044834136963
V2619	WTIP	99	0.388044834136963
V630	DUSP16	100	0.406033039093018
V797	FOXM1	153	0.406033039093018
V1091	IL12B	100	0.406033039093018
V1094	IL17B	100	0.406033039093018
V1246	LAMTOR3	153	0.406033039093018
V1394	MIP	100	0.406033039093018
V1488	NAGK	153	0.406033039093018
V1611	NXF3	153	0.406033039093018
V1675	PDX1	153	0.406033039093018
V1718	PIWIL2	100	0.406033039093018
V1818	PRR5L	100	0.406033039093018
V1923	REN	100	0.406033039093018
V2452	TRAPPC10	153	0.406033039093018
V610	DPYSL2	152	0.424488544464111
V840	GCHFR	101	0.424488544464111
V1184	KIAA0408	152	0.424488544464111
V1227	KRIT1	101	0.424488544464111
V1236	KRTAP4-12	152	0.424488544464111
V1440	MSH5	101	0.424488544464111
V1974	RORA	101	0.424488544464111
V1984	RPP30	152	0.424488544464111
V2290	SURF4	152	0.424488544464111
V2378	TIMM9	101	0.424488544464111
V2398	TMED7	101	0.424488544464111
V2479	TSEN15	101	0.424488544464111
V2491	TTC27	152	0.424488544464111
V150	ATP6V1D	102	0.443406581878662
V835	GATAD2B	151	0.443406581878662
V885	GNL2	151	0.443406581878662
V1104	IL3RA	102	0.443406581878662
V1836	PTPN18	102	0.443406581878662
V2080	SERPINA3	102	0.443406581878662
V2327	TBC1D10A	102	0.443406581878662
V2555	USP1	102	0.443406581878662
V34	ADCY7	150	0.462777614593506
V102	ARHGEF15	150	0.462777614593506
V391	CHERP	103	0.462777614593506
V650	EFEMP2	150	0.462777614593506
V1353	MBIP	103	0.462777614593506
V1398	MKKS	150	0.462777614593506
V1551	NOD1	150	0.462777614593506
V1582	NR2C1	150	0.462777614593506
V1976	RPAP3	103	0.462777614593506
V294	CCS	149	0.482591152191162
V908	GRB7	149	0.482591152191162
V1087	IKZF5	104	0.482591152191162
V1169	KCNK18	104	0.482591152191162
V1952	RING1	104	0.482591152191162
V444	COL4A4	105	0.502840042114258
V814	GABARAP	105	0.502840042114258
V945	HADHA	148	0.502840042114258
V1366	MDFI	148	0.502840042114258
V1605	NUDT1	105	0.502840042114258
V1655	PBX2	148	0.502840042114258
V1821	PRX	148	0.502840042114258
V1892	RAP1GDS1	148	0.502840042114258
V2321	TALDO1	105	0.502840042114258
V2591	VPS52	148	0.502840042114258
V144	ATP5F1C	106	0.523510932922363
V829	GARS	147	0.523510932922363
V864	GLI3	106	0.523510932922363
V1030	HPR	147	0.523510932922363
V1046	HSPA6	147	0.523510932922363
V1098	IL1RN	147	0.523510932922363
V1917	RCAN1	106	0.523510932922363
V270	CBX6	146	0.544590473175049
V1276	LMX1B	146	0.544590473175049
V1548	NLRC4	107	0.544590473175049
V1967	RNF216	146	0.544590473175049
V2428	TNPO3	107	0.544590473175049
V2496	TTI1	107	0.544590473175049
V2571	VARS2	146	0.544590473175049
V2597	WARS	107	0.544590473175049
V526	DAAM1	108	0.566067695617676
V733	EXOSC2	145	0.566067695617676
V1370	MECP2	108	0.566067695617676
V2079	SERP1	108	0.566067695617676
V1235	KRT9	144	0.587926864624023
V1510	NDUFAF1	109	0.587926864624023
V1595	NT5E	109	0.587926864624023
V2348	TF	109	0.587926864624023
V848	GEMIN4	110	0.610151767730713
V1127	IRF9	143	0.610151767730713
V1330	MAPK10	110	0.610151767730713
V1577	NR1H2	110	0.610151767730713
V1590	NRP1	143	0.610151767730713
V1869	RAB43	110	0.610151767730713
V1903	RASSF8	143	0.610151767730713
V2150	SLC18A2	143	0.610151767730713
V2354	TFPT	110	0.610151767730713
V2505	TWF2	143	0.610151767730713
V2649	ZNF337	143	0.610151767730713
V35	ADCYAP1	111	0.632728576660156
V502	CTSB	111	0.632728576660156
V761	FBXL4	142	0.632728576660156
V1003	HIST4H4	111	0.632728576660156
V1062	ID2	111	0.632728576660156
V1165	KCNIP4	111	0.632728576660156
V1176	KCTD15	111	0.632728576660156
V1583	NR2F6	142	0.632728576660156
V1972	ROM1	111	0.632728576660156
V2247	SSBP4	111	0.632728576660156
V226	C2	141	0.655638694763183
V301	CD200	112	0.655638694763183
V519	CYBA	141	0.655638694763183
V611	DPYSL4	112	0.655638694763183
V784	FKBP3	141	0.655638694763183
V821	GAD1	112	0.655638694763183
V834	GATA6	112	0.655638694763183
V1259	LEPR	112	0.655638694763183
V1327	MAP4K5	141	0.655638694763183
V1553	NODAL	112	0.655638694763183
V1647	PARP3	112	0.655638694763183
V1733	PLCL2	112	0.655638694763183
V1813	PROX1	112	0.655638694763183
V2274	STRADA	112	0.655638694763183
V2339	TDRD9	112	0.655638694763183
V2480	TSEN34	141	0.655638694763183
V2492	TTC28	112	0.655638694763183
V2540	ULBP1	112	0.655638694763183
V2551	URB2	141	0.655638694763183
V49	AGPS	113	0.678863048553467
V57	AKAP6	113	0.678863048553467
V82	APBA2	113	0.678863048553467
V244	CAMSAP2	140	0.678863048553467
V253	CAPNS2	113	0.678863048553467
V351	CDK2AP1	113	0.678863048553467
V473	CREB3L4	113	0.678863048553467
V555	DENR	113	0.678863048553467
V843	GCLC	113	0.678863048553467
V1054	HTR3C	113	0.678863048553467
V1234	KRT37	140	0.678863048553467
V1363	MCOLN1	113	0.678863048553467
V1621	ORAI1	113	0.678863048553467
V1743	PLXNC1	113	0.678863048553467
V1848	PTS	140	0.678863048553467
V2019	SALL4	113	0.678863048553467
V2020	SAMM50	113	0.678863048553467
V2310	TACR2	113	0.678863048553467
V162	BAG3	139	0.702384948730469
V416	CLIP1	114	0.702384948730469
V588	DNAJC8	139	0.702384948730469
V842	GCKR	114	0.702384948730469
V1005	HIVEP3	139	0.702384948730469
V1142	ITIH3	114	0.702384948730469
V1288	LRRC4C	114	0.702384948730469
V1441	MSLN	114	0.702384948730469
V1518	NELFE	139	0.702384948730469
V1722	PKIG	114	0.702384948730469
V1862	RAB14	114	0.702384948730469
V2085	SERPINF2	114	0.702384948730469
V2240	SRP68	139	0.702384948730469
V2539	UIMC1	139	0.702384948730469
V53	AGXT	115	0.726183891296387
V946	HADHB	138	0.726183891296387
V1342	MARCKS	115	0.726183891296387
V1644	PAM	115	0.726183891296387
V1672	PDLIM7	115	0.726183891296387
V2390	TLR3	115	0.726183891296387
V2536	UCN2	115	0.726183891296387
V1418	MPL	116	0.750237941741943
V1538	NIPSNAP1	137	0.750237941741943
V1753	POLB	116	0.750237941741943
V108	ARIH1	136	0.774528980255127
V883	GNG8	136	0.774528980255127
V1557	NOP2	136	0.774528980255127
V1701	PHOX2A	117	0.774528980255127
V1726	PKP4	136	0.774528980255127
V2005	RTN3	117	0.774528980255127
V675	EIPR1	118	0.799033641815185
V973	HEYL	135	0.799033641815185
V1223	KMT5C	118	0.799033641815185
V2295	SYCP1	135	0.799033641815185
V146	ATP5IF1	134	0.823728561401367
V627	DTX3L	134	0.823728561401367
V1953	RINT1	119	0.823728561401367
V2439	TOR1B	119	0.823728561401367
V206	BRCC3	120	0.848593711853027
V2013	S100A2	133	0.848593711853027
V2122	SHH	120	0.848593711853027
V1673	PDPK1	132	0.873604297637939
V2206	SOX7	132	0.873604297637939
V608	DPPA4	131	0.898735523223877
V741	EZH1	122	0.898735523223877
V1861	RAB13	122	0.898735523223877
V1998	RRP7A	122	0.898735523223877
V249	CAPN2	130	0.923965930938721
V1042	HSPA13	130	0.923965930938721
V1115	INTS10	130	0.923965930938721
V1141	ITGB6	130	0.923965930938721
V1204	KIF5C	130	0.923965930938721
V1384	MEPE	130	0.923965930938721
V1681	PEX19	123	0.923965930938721
V1700	PHLDA3	123	0.923965930938721
V2091	SETD1B	130	0.923965930938721
V2393	TLR8	123	0.923965930938721
V398	CHN2	129	0.949269771575928
V614	DRD2	129	0.949269771575928
V832	GATA1	124	0.949269771575928
V2477	TRPC7	124	0.949269771575928
V2595	VWF	129	0.949269771575928
V923	GRK1	125	0.974621772766113
V2040	SDC1	125	0.974621772766113
V2579	VEGFA	128	0.974621772766113
V696	ENO1	126	1
V1886	RAET1G	126	1
V1635	PAAF1	127	1
