gene	gene.y
CCNA1	ANAPC4
CCNA1	PAK3
CCNA1	CUX1
CCNA1	MTHFD1
CCNA2	ORC1
CCNA2	CDC25C
CCNA2	MYBL2
CCNA2	CDC6
CCNA2	E2F1
CCNA2	CCNE1
CCNE1	PAK3
CCNE1	MYBL2
CCNE1	CDC25A
CCNE1	CABLES1
CD14	ITGAM
CD14	EHHADH
CD1D	CD74
CD2	CD48
CD2	CD5
CD2	CD53
CD2	CD247
CD2	LGALS1
CD247	TRAT1
CD247	CD5
CD247	CD8B
CD247	SLA
CD247	SH2B3
CD247	PTPN22
CD48	CD244
CD5	CD79B
CD5	CD6
CD5	CD72
CD74	HLA-DRA
CD80	CD86
CD80	CTLA4
CD8A	CD3G
CD8A	LGALS1
CD8A	HLA-G
CD8A	CD8B
CD8A	SPNS1
CDC25A	CDKN3
CDC34	RNF19A
CDC34	TRIM11
CDC34	RNF111
CDC37	AKT2
CDC37	EIF2AK1
CDC6	ORC1
CDC6	DBF4
CDC6	CLSPN
CDC6	ORC6
CDC6	CDC7
CDC6	ORC3
CDC6	MCM10
CDC6	MCM8
CDC7	CLSPN
CDC7	MCM8
CDC7	ORC6
CDC7	MCM10
CDC7	DBF4
CDCA5	SPC25
CDCA5	KIF2A
CDCA5	CENPI
CDCA5	ZWILCH
CDCA5	CENPP
CDCA5	SPDL1
CDCA5	INCENP
CDCA5	CENPN
CDCA5	CENPH
CDCA5	KIF2C
CDCA5	CENPM
CDCA5	CENPK
CDCA5	SKA1
CDCA8	SKA1
CDCA8	CENPH
CDCA8	CENPM
CDCA8	CENPI
CDCA8	KIF2C
CDCA8	INCENP
CDCA8	CENPP
CDCA8	CENPN
CDCA8	ZWILCH
CDCA8	SPC25
CDCA8	SPDL1
CDCA8	DSN1
CDCA8	NUF2
CDCA8	KIF2A
CDCA8	CDCA5
CDCA8	CENPK
CDH1	CBLL1
CDH1	CDC26
CDH1	GNA12
CDK19	MED18
CENPH	SKA1
CENPH	INCENP
CENPH	SPC25
CENPH	CENPM
CENPH	KIF2C
CENPH	CENPP
CENPH	CENPN
CENPH	CENPI
CENPH	ZWILCH
CENPI	CENPN
CENPI	CENPP
CENPK	SKA2
CENPK	CENPH
CENPK	SPC25
CENPK	CENPI
CENPK	SKA1
CENPK	CENPN
CENPK	NUF2
CENPK	ZWILCH
CENPK	CENPP
CENPM	CENPP
CENPM	KIF2C
CENPM	CENPW
CENPM	CENPN
CENPM	CENPI
CENPP	CENPN
CENPT	CENPN
CENPW	CENPI
CENPW	CENPP
CENPW	CENPN
CEP72	HAUS2
CEP89	CEP152
CHAF1B	HIST1H3B
CHAF1B	HIST1H3I
CHAF1B	HIST1H3C
CHEK1	TIPIN
CHEK1	CLSPN
CHEK1	TIMELESS
CHEK1	RFC4
CHEK1	CDC25A
CHEK1	RAD9B
CHEK1	BRIP1
CHEK1	CDC25C
CHEK1	RAD1
CHEK1	CUL4A
CHIC2	CATSPER1
CHRM4	EEF1A2
CLSPN	MCM8
CLSPN	TIPIN
CLSPN	RMI1
CLTB	EPN2
CLU	TGFBR1
CLU	LRP8
CLU	VLDLR
CLU	PON1
CLU	C8B
CLU	IGHG1
CNKSR1	RALGDS
CNKSR1	RASSF1
CNR1	GNGT1
CNTN2	NRCAM
COG4	COG8
COL5A1	SPARC
COL5A1	SDC3
CRX	BANF1
CRY1	NPAS2
CSF1	GAB3
CSF3R	SOCS3
CSPG4	LNX1
CTLA4	CD86
CTLA4	TXK
CUL2	PFKFB3
CUL2	UBXN1
CUL2	UBE2E2
CUL4A	DET1
CUL4B	AQR
CUX1	SDC3
CYCS	SPNS1
DAPK1	FADD
DARS	QARS
DARS	RARS
DBF4	CLSPN
DBF4	MCM8
DBN1	HOMER2
DDX19B	KLHDC2
DDX20	POLR1E
DDX20	PNKP
DDX20	MED29
DDX56	RTCA
DDX56	DHX37
DEK	HIST1H4C
DEK	HIST1H3I
DEK	HIST1H3B
DERL1	SEL1L
DERL2	SEL1L
DET1	CDC34
DHX37	UTP3
DHX37	BMS1
DNAJB9	PLK1
DNMT3A	HIST1H2BA
DNMT3A	DNMT3L
DNMT3A	HIST1H2BH
DRG1	LYL1
DRG1	TAL1
DSN1	ZWILCH
DSN1	SPDL1
DSN1	ZWINT
DSN1	CENPI
DSN1	SPC25
DSN1	CENPP
DSN1	SKA1
DSN1	CDCA5
DYNC1I1	DYNLT3
DYNLT3	DNAH2
E2F1	ARID3A
E2F1	MYBL2
E2F2	KMT5A
E2F2	ARID3A
EDA	FURIN
EFNA5	EPHA10
EFNA5	BLK
EFNA5	EPHA6
EFNA5	EPHA8
EIF4G1	UPF1
EIF5B	RPL27A
ELF4	FBXO4
ELN	IGHG1
ELN	FBN2
ELN	FBLN1
EPHA8	PIK3CG
EPOR	SOCS3
EPOR	GRAP
ERCC6	AQR
ERCC6	CUL4B
EXOSC4	UPF3A
EXOSC7	MPP6
FANCD2	DCLRE1B
FANCD2	FANCE
FANCD2	RAD51
FBLN1	MFAP5
FBLN1	ECM1
FBN2	MFAP5
FBN2	LTBP1
FCER1A	MS4A2
FCER1G	FCER1A
FER	TMF1
FGB	FGA
FGB	FBLN1
FURIN	SERPINB8
FZD10	WNT10B
FZD5	WNT10B
GALR1	GNAT3
GALR3	GNAT3
GATA3	TAL1
GEMIN5	SCAF11
GEMIN5	STRAP
GGN	GGNBP1
GNA12	GNG13
GNAO1	RIC8B
GNAO1	GNG7
GNAS	HTR6
GNB2	HTR1A
GNB2	NMUR1
GNB2	TAAR1
GNB2	GALR3
GNB2	TAAR8
GNB2	GNG7
GNB2	GALR1
GNG13	TAAR6
GNG13	GNAT3
GNG13	HTR6
GNG13	NPY2R
GNG13	GPR84
GNG13	MCHR2
GNG13	UTS2R
GNG13	NPFFR1
GNG13	TAAR8
GNG13	GALR3
GNG13	TAAR5
GNG13	HTR1B
GNG13	TAAR1
GNG13	GHSR
GNG13	HTR5A
GNG13	GALR1
GNG13	HTR1E
GNG3	UTS2R
GNG3	HTR6
GNG3	NPY2R
GNG3	SSTR5
GNG3	GPR84
GNG3	HTR1B
GNG3	TAAR1
GNG3	NPFFR1
GNG3	GHSR
GNG3	PTGDR
GNG3	GALR3
GNG3	PTGFR
GNGT1	HTR5A
GNGT1	NPY1R
GNGT1	LPAR3
GRIN2A	RGS3
GRPR	GNG7
GTF2E2	GTF2H5
GTF2H4	BTAF1
HACD3	TMBIM4
HAUS2	CEP152
HBEGF	FBLN1
HDAC6	HIST1H4C
HEATR1	DHX37
HIF1AN	ASB13
HIPK2	NLK
HIST1H2BA	HIST1H2AA
HIST1H2BH	HIST3H2A
HIST1H3C	DEK
HIST1H3C	SETD7
HIST1H3I	HIST3H2A
HIST1H3J	HIST3H2A
HIST1H4A	DEK
HIST1H4C	KMT5A
HK2	IGFBP4
HK3	GRN
HLA-DMB	CD74
HLA-DMB	HLA-DRA
HLA-G	KLRD1
HLA-G	LILRB2
HMGA1	SUFU
HNRNPH1	KHSRP
HSF2	NCAPG
HTR1A	GNG13
HTR1A	GNGT1
HTR1A	HEXIM1
HTR1A	GNG7
HTR1A	GABRB2
HTR1E	GNAT3
HTR5A	GNAT3
HTR6	GNG7
HUS1	TIPIN
ICAM1	ITGAM
IGHG1	SCAF1
INCENP	CENPN
INCENP	NUF2
INCENP	KIF2C
INCENP	CENPI
INCENP	CENPM
INCENP	SPC25
INTS9	INTS4
ISG15	MX1
ITGA3	LAMA4
KANSL3	KANSL2
KCNA2	KCNAB2
KIF20A	RACGAP1
KIF23	RACGAP1
KIF2A	CENPN
KIF2A	NUF2
KIF2C	CENPP
KIF2C	CENPN
KLHL12	UBXN1
KLK2	SEMG2
KLRC3	KLRD1
LAMA2	LAMB2
LAPTM5	UBAC1
LASP1	UNC13D
LASP1	PRKAR2B
LBP	CD14
LGALS1	VPREB1
LMNB1	PLEC
LMOD1	ACTG2
LNX1	UNC13D
LRP1	FURIN
LRP2	SHBG
LRP2	SLC9A3
LRP6	FZD5
LUC7L2	NAP1L5
MAD2L2	REV1
MAGT1	DDOST
MAP2	METAP2
MAP2	PLEC
MAP2K7	CNKSR1
MAP3K7	HIST1H4C
MAP3K7	CAD
MAPK15	CLIC3
MAPRE1	NUF2
MAPRE1	KIF2C
MAPRE1	KIF2A
MAT2A	MAT2B
MCC	KCTD12
MCC	GSPT1
MCC	CLIC4
MCC	PAFAH1B2
MCC	CYCS
MCC	NFKBIB
MCC	SMC4
MCHR2	GNAT3
MCM10	MCM8
MCM10	CLSPN
MCM10	CEP72
MCM10	DBF4
MDM4	USP7
MED1	MED29
MED1	MED12
MED1	GATA3
MED12	CDK19
MED24	MED29
MED29	MED18
MIS18A	CENPW
MIS18A	CENPI
MMP1	CCL13
MMP1	CCL2
MMP9	THBS2
MRPL32	MRPL41
MRPL32	MRPS5
MRPL4	MRPL55
MRPL4	MRPL41
MRPL55	MRPL41
MRPS21	MRPL55
MRPS5	MRPL41
MSH2	DCLRE1C
MSH2	CHEK1
MSH2	MSH3
MTIF2	MRPS5
MXI1	SIN3B
NAPA	BET1L
NAPA	STX8
NBN	XRCC1
NCAPD2	NCAPH
NCAPD2	NCAPG
NCAPH	NCAPG
NCOR1	SIN3B
NCOR1	MYBL2
NEU1	GLB1
NFKB2	MATR3
NFKB2	TUBGCP2
NFKB2	FBXW7
NFKBIB	NKIRAS1
NFKBIB	CD3EAP
NFKBIB	POLR2H
NFKBIB	ZNRD1
NFYB	CNTN2
NFYB	YBX3
NIPSNAP3A	HAP1
NKX2-1	HIPK2
NKX2-1	HSP90AA2P
NPY1R	GNG7
NPY1R	GNAT3
NPY2R	GNAT3
NUAK1	MARK2
NUF2	KIF2C
NUF2	CENPI
NUF2	SKA2
NUF2	CENPP
NUF2	CENPN
ORC1	DBF4
ORC1	ORC3
ORC1	CDC7
ORC1	MCM10
ORC1	MCM8
ORC1	CLSPN
ORC1	ORC6
ORC2	ORC5
ORC2	MCM8
ORC2	ORC6
ORC3	SLA
ORC3	SEPSECS
ORC3	MCM8
ORC3	DBF4
ORC3	MCM10
ORC5	ORC3
ORC6	MCM8
ORC6	CLSPN
ORC6	DBF4
ORC6	ORC3
ORC6	MCM10
PAFAH1B2	SLA
PAFAH1B2	PINX1
PAFAH1B2	SNUPN
PAFAH1B3	CCDC90B
PAK3	PIM1
PAPOLA	PCF11
PAPOLA	THOC2
PCBD1	LNX1
PDCD6	SEC31A
PDCD6	ANXA11
PEA15	FADD
PF4	CCL5
PHC2	UNC13D
PIK3CG	PIK3R5
PINX1	COTL1
PINX1	TSR1
PKP3	DSC3
PLEC	METAP2
PLK1	AURKA
PLK1	NUF2
PLK1	TUBGCP3
PLK1	CDCA5
PLK1	STAG1
PLK1	ZWILCH
PLK1	CENPN
PLK1	SMC4
PLK1	NCAPH2
PLK1	CDCA8
PLK1	PLK4
PLK1	KIF20A
PLK1	SPC25
PLK1	AURKB
PLK1	INCENP
PLK1	KIF2A
PLK1	PDS5A
PLK1	GTSE1
PLK1	CENPI
PLK1	SPDL1
PLK1	CENPH
PLK1	KIF2C
PLK1	CDC25C
PLK1	SKA1
PLK1	HAUS6
PLK1	CENPK
PLK1	CENPP
PLK1	KIF23
PLK4	HAUS6
POLA1	POLD3
POLA1	RFC4
POLR1E	CD3EAP
POLR2H	SNRPN
POLR2J	MED29
POLR2J	TXNL4A
POLR3B	CRCP
PPFIA1	ERC1
PPP3R1	GRIK2
PPP5C	GNA12
PPWD1	PCF11
PPWD1	FIP1L1
PRKACA	MAP2
PRKACA	RASGRP3
PRKCG	AFAP1
PRLR	SOCS2
PRLR	SOCS3
PROS1	TYRO3
PTCD3	MRPS21
PTCD3	MRPS5
QARS	RARS
RAB11FIP5	RAB11FIP4
RAB5B	EPN2
RAB6B	COG8
RAD1	RMI1
RAD1	TIPIN
RAD1	TIMELESS
RAD1	RAD9B
RAD1	RFC4
RAD51	RAD1
RAD51	RAD54L
RAD51	CHEK1
RAD51	RFC4
RAD51	TIMM13
RAD51	DMC1
RAD51	RAD9B
RAD51	BRIP1
RAD9B	RRAD
RAD9B	TIPIN
RALGDS	BCL11B
RBPJ	SUFU
REG1A	REG3A
REST	SIN3B
RFC2	RFC4
RFC2	DSCC1
RFC4	TIPIN
RFC4	DSCC1
RFC4	RAD9B
RFC4	POLD3
RFC4	TIMELESS
RFC4	TOP3A
RFC4	DTL
RFC4	CLSPN
RND2	RACGAP1
ROR2	FZD5
RUNX1	ELF4
RUNX1	NCOR1
SCAND1	ZSCAN32
SCNN1A	SCNN1B
SCNN1B	SCNN1G
SDC4	CCL5
SEL1L	SYVN1
SELPLG	SELENOP
SELPLG	VCAN
SEMA3A	PLXNA4
SERINC3	HACD3
SET	SGO2
SETD7	HIST1H3I
SF1	HNRNPUL1
SF1	DDX17
SF3B1	PPWD1
SF3B1	PCF11
SF3B3	PRPF8
SF3B3	PPWD1
SF3B3	PAPOLA
SH2D1A	CD244
SH2D1A	SLAMF1
SH2D1A	SLAMF7
SH2D1A	SLAMF6
SH3GL1	PICALM
SH3GL1	SH3D19
SH3GL3	SH3D19
SHANK2	DLGAP2
SHBG	MPDU1
SIN3B	SAP30L
SKA1	KIF2A
SKA1	CENPM
SKA1	SPC25
SKA1	CENPN
SKA1	INCENP
SKA1	CENPI
SKA1	NUF2
SKA1	ZWILCH
SKA1	CENPP
SKA1	KIF2C
SKA1	SKA3
SLA	SEPSECS
SLC9A3R2	SLC9A3
SLC9A3R2	ADRB2
SLC9A3R2	PRKACA
SMAD6	SRFBP1
SMC4	NCAPD2
SMC4	NCAPH2
SMC4	NCAPH
SMC4	HIST1H2BA
SMC4	NCAPG
SNCA	SEPT2
SNCA	MAP1B
SNRPN	SF3B1
SNRPN	SF3B3
SNRPN	AQR
SOCS3	GH1
SORBS2	DLGAP2
SP4	ZBTB7A
SPC25	NUF2
SPC25	CENPP
SPC25	CENPI
SPC25	CENPN
SPDL1	KIF2A
SPDL1	SKA3
SPDL1	CENPP
SPDL1	CENPN
SPDL1	CENPM
SPDL1	KIF2C
SPDL1	ZWILCH
SPDL1	SKA1
SPDL1	CENPI
SPDL1	SPC25
SPDL1	NUF2
SPNS1	SEPSECS
SPNS1	PTPRJ
SPP1	MMP3
SQSTM1	KCNAB2
SRP19	SRP72
SRP54	SRP19
SSTR3	GNAT3
SSTR3	GNG13
SSTR5	GNG13
SSTR5	GNAT3
STAG1	NUF2
STAG1	KIF2C
STAG1	SKA1
STAG1	SPC25
STAG1	KIF2A
STAG1	PDS5A
STK4	LATS1
STRAP	SRFBP1
STX11	SLC38A2
STX11	TAF6L
STYXL1	DDOST
SYT1	CPLX1
TADA2B	HIST1H2BH
TAF15	ZNF384
TBCB	TUBA8
TBL3	BMS1
TEAD3	YAP1
TERT	PINX1
TFAP2A	LDLRAP1
TGFBR1	OXSR1
TGFBR1	NKIRAS1
TGFBR1	RHOH
TGFBR1	RAB6B
THOC2	FIP1L1
THOC5	PAPOLA
THOC5	PCF11
THOC5	FIP1L1
TIMELESS	TIPIN
TIMELESS	TOP3A
TIMELESS	RAD9B
TIMELESS	CLSPN
TIMELESS	RMI1
TJP1	GJA3
TK1	CCDC90B
TMBIM4	DDOST
TNFRSF8	TNFSF8
TNNT2	MYL4
TNNT3	HAP1
TNNT3	MYL1
TNNT3	TCAP
TP73	BIN1
TPX2	AURKA
TPX2	PLK1
TPX2	PLK4
TRADD	FADD
TRADD	EEF1A2
TRADD	HIPK2
TRADD	DAPK1
TSHR	FLNB
TTF2	KIF4A
TTF2	MYBL2
TTN	OBSCN
TTN	IGHG1
TTN	MYL1
TUBGCP3	PLK4
TXNL4A	PRPF8
TXNRD1	GLRX2
UBE2E2	TRIM4
UBE2E2	HERC2
UBE2E2	UBOX5
UBR5	PAIP1
UBXN1	UBR2
UBXN1	UBR1
UBXN1	NGLY1
UPF1	RPL27A
UPF3A	RPL27A
USP12	WDR48
USP13	FNBP1L
USP7	ARNT2
USP7	BCOR
UTP3	BMS1
VCAN	CCL2
VCAN	SELP
VCAN	SELENOP
VCAN	CCL5
VCAN	FBLN1
VDR	POU1F1
VPS11	STX8
VPS36	VPS25
VPS51	COG8
VTA1	KLHL12
XAB2	AQR
XAB2	SF3B1
XAB2	PPWD1
XAB2	SYF2
XAB2	PRPF8
XRCC1	PNKP
ZFAND5	RIPK1
ZNF8	LRP1
ZWILCH	NUF2
ZWILCH	SPC25
ZWILCH	CENPN
ZWILCH	CENPM
ZWILCH	CENPP
ZWILCH	CENPI
